Timestamp,Title,Theme,Summary,last_price,return,volatility,next_day_price
2021-11-05,Natural-Gas Exports Lift Prices for U.S. Utilities Ahead of Winter,Gas Markets,"The supply squeeze, one of the first ever since the U.S. began sending large volumes of gas abroad, means hefty heating bills for consumers.",30.306,0.07651321398124478,0.07103815563032365,31.864
2021-11-16,PE Daily: Spring Hill Nabs $151 Million | Bain Capital Backs Mixpanel | Tim Draper’s ESG Style | Equinox Bags $255 Million in Bridge Financing,Pro PE Newsletter,"Today we have two reports from our Luis Garcia, who unpacks a Bain Capital investment in data analytics company Mixpanel Inc. and details fundraising efforts by another Boston firm, Spring Lane Capital, which is nearing the halfway mark in a drive to collect $400 million for a new fund.",34.469,0.08656180058632534,0.0717786238862111,38.85
2021-12-06,Balmy Forecasts Send Natural Gas Prices Plunging,Gas Markets,Worries of soaring heating bills have diminished as warm weather and higher production boost supply.,33.226,-0.02793949855182698,0.07231563298755572,34.25
2021-12-08,"Opinion: Stupid Inflation Tricks, Round 2",Review & Outlook,An energy executive instructs Sen. Warren on natural gas prices and CO2 emissions.,34.573,0.009430656934306558,0.07220946244955341,34.729
2021-12-15,Energy Crisis in Europe Intensifies,Finance,"Cold weather and fear of a Russian invasion of Ukraine are sending natural gas prices into overdrive, fueling inflation and clouding economic growth.",41.382,0.060505881448450705,0.0718325911467123,39.789
2021-12-17,U.S. Gas Exports Likely More Trickle Than Flood,Heard on the Street,Market conditions look ripe for another wave of liquefied natural gas export terminals being built in the U.S. Grabbing that opportunity will be easier said than done.,38.699,-0.02739450601925164,0.07173853013391689,41.606
2021-12-17,Taiwan Voters Back Ruling Party in Referendum,Asia,The vote is a setback for Beijing that removes a key obstacle to a U.S. trade deal.,38.699,-0.02739450601925164,0.07173853013391689,41.606
2022-01-04,Opinion: Europe Energy Crisis Goes Global,Business World,"To see climate politics turn really crazy, add fuel shortages and high prices.",29.356,0.2608882398419381,0.0753881326636056,31.926
2022-01-14,PE Daily: Welsh Carson Seeks $5 Billion | Altura’s First Close | Secondary Market to See More Strip Sales,Pro PE Newsletter,"Although the weather may be freezing, the pace of private-equity fundraising activity still seems to be red hot with Preeti Singh reporting that Welsh Carson Anderson & Stowe has returned to the fundraising trail seeking $5 billion for its newest fund offering.",27.943,0.21676464184628785,0.07360725610659118,21.534
2022-01-21,Germany’s Reliance on Russian Gas Limits Europe’s Options in Ukraine Crisis,Europe,Berlin is vulnerable if the West sanctions Russia over Ukraine and Moscow responds by cutting off natural-gas exports.,20.172,0.06476642913697539,0.06302419213794537,23.113
2022-01-26,Opinion: Biden’s Berlin Gas Airlift,Review & Outlook,The West’s energy disarmament is a gift to Putin on Ukraine.,26.618,0.01572159047546351,0.06411600335264117,28.272
2022-01-27,Russia Standoff Prompts Europe to Enlist U.S. Help Securing Gas,Europe,European officials are scrambling to lock down energy supplies they would need to keep their economies churning if hostilities around Ukraine imperil natural gas piped from Russia.,28.272,0.062138402584717145,0.0641950266564927,29.678
2022-01-27,Oil Prices Could Hit $100 This Summer. What’s Fueling the Surge?,PODCAST,"Wall Street forecasters predict that oil prices could hit, or even exceed, $100 a barrel by the summer. Wall Street Journal commodities reporter Ryan Dezember joins WSJ What’s News host Annmarie Fertoli to discuss what is fueling higher prices and what it means for the economy.",28.272,0.062138402584717145,0.0641950266564927,29.678
2022-01-27,Natural-Gas Futures Spike in Latest Market Turmoil,Gas Markets,"At one point, late in the trading session, February futures jumped to nearly $7.35 before crashing back down and rising again to the closing price.",28.272,0.062138402584717145,0.0641950266564927,29.678
2022-01-28,Chevron Still Has Gas in Its Tank,Heard on the Street,"Chevron’s record-breaking results weren’t enough to keep up with its record-breaking share prices. With the strongest balance sheet among peers, though, it will have more flexibility to woo investors later in the year.",29.678,0.04973118279569899,0.06423094539691895,27.924
2022-01-28,"Before Ukraine Standoff, U.S. Pitched Its ‘Freedom Gas’ to Europe and Found Few Takers",World,"American efforts to export LNG to the continent as an alternative to Russian supplies achieved mixed results. As conflict looms, options to send more gas now are limited.",29.678,0.04973118279569899,0.06423094539691895,27.924
2022-01-31,Is Russian Gas Europe's Achilles' Heel?,PODCAST,"A.M. Edition for Jan. 31. As European countries mount a diplomatic and economic pressure campaign to deter a Russian invasion of Ukraine, the continent's reliance on Russian gas is emerging as a potential vulnerability. WSJ's Drew Hinshaw explains how Europe became so reliant on Russian energy. Plus podcaster Joe Rogan apologizes and Spotify creates a Covid-19 information hub following Neil Young's outcry over what he called misinformation on the platform. Dow Jones - the publisher of the Wall Street Journal - has a partnership with Gimlet Media, a unit of Spotify. Luke Vargas hosts.",27.924,-0.059101017588786386,0.0643631407156042,25.77
2022-01-31,Is Russian Gas Europe’s Achilles’ Heel?,PODCAST,"As European countries mount a diplomatic and economic pressure campaign to deter a Russian invasion of Ukraine, the continent’s reliance on Russian gas is emerging as a potential vulnerability. Wall Street Journal reporter Drew Hinshaw tells WSJ What’s News host Luke Vargas how Europe became so reliant on Russian energy.",27.924,-0.059101017588786386,0.0643631407156042,25.77
2022-02-01,"U.S., Allies Wonder if They Can Count on Germany in Russia-Ukraine Crisis",Europe,"Officials from other NATO countries are asking whether Germany’s reliance on Russian gas, its postwar tendency to keep a low profile in international conflicts and its longstanding links with Moscow are making it an unreliable ally in the push to support Ukraine.",,,,
2022-02-02,Europe’s Energy Crisis Eases Even as Ukraine-Russia Tensions Build,Markets,Hopes are rising that Europe will avoid a winter energy crisis that some feared would play to Russian President Vladimir Putin’s advantage as Moscow prepares for a possible invasion of Ukraine.,,,,
2022-02-07,Weaning Europe Off Russian Gas Will Take Time,Heard on the Street,Pipeline diplomacy with Moscow has built an interdependence that will take years to unwind.,26.335,-0.02600044381980915,0.0644626833822841,27.019
2022-02-09,Russia Thrived as It Integrated With the West—a New Cold War Is Unraveling That,Capital Account,A Ukraine invasion would trigger sweeping sanctions that cripple Russia’s few knowledge industries and push it closer to China.,24.651,-0.08764202968281576,0.06466990242090476,25.051
2022-02-11,Opinion: U.S. Oil and Natural-Gas Producers Can Help,Letters,America is positioned to provide stability amid any energy disruption.,23.551,-0.05987784918765715,0.06467838224648295,26.701
2022-02-11,Opinion: American Gas to Europe’s Rescue,Review & Outlook,LNG export terminals are loading tankers with fuel destined for countries threatened by Putin’s energy extortion.,23.551,-0.05987784918765715,0.06467838224648295,26.701
2022-02-14,Why Russian Invasion Peril Is Driving Oil Prices Near $100,Oil Markets,"Spare supplies of oil and gas are limited globally as demand rebounds faster than production, making a Russian move on Ukraine a serious geopolitical risk event.",26.701,0.13375228228100733,0.06514485490272065,25.303
2022-02-14,Opinion: America Takes Pole Position on Oil and Gas,Commentary,U.S. exports limit price increases and help check disruptive behavior by the likes of Russia and Iran.,26.701,0.13375228228100733,0.06514485490272065,25.303
2022-02-17,Europe’s Energy Crisis Pays Off for U.S. Natural-Gas Sellers,Commodities,The U.S. became the top LNG exporter for the first time during December as falling natural-gas supplies from Russia and Ukraine tensions boosted energy prices in Europe.,24.301,0.1182642308223274,0.06606225696986898,24.171
2022-02-18,Can Quebec’s Dams Power New York? Blackstone Is Betting $4.5 Billion on It.,Business,The private equity giant learned how challenging it can be to bring renewable power to the Big Apple—from hundreds of miles away.,24.171,-0.005349574091601084,0.06605823590558117,23.693
2022-02-18,Opinion: Biden’s Regulators Empower Putin,Review & Outlook,FERC sets rules that will block new U.S. natural gas pipelines.,24.171,-0.005349574091601084,0.06605823590558117,23.693
2022-02-21,Opinion: Cracks in Western Resolve on Russia,Review & Outlook,"Putin sends troops into eastern Ukraine, while Europe and the U.S. seem unsure how to respond.",23.693,-0.019775764345703495,0.0660705180343634,25.548
2022-02-22,Russian Tanks Roll into Ukraine,PODCAST,"Validimir Putin sends his military forces over the border into Eastern Ukraine, after delivering a bellicose speech denying Ukraine's legitimacy and claiming that NATO might use it as a springboard to attack Russia. Can the U.S. and its allies hang together on a sanctions regime strong enough to deter further invasion?",25.548,0.07829316675811415,0.06620517864079162,27.848
2022-02-22,"Germany Puts Nord Stream 2 Pipeline On Hold, Raising Supply Worry",Gas Markets,Berlin is reassessing the Russian natural-gas project despite Europe’s winter of surging prices and concern over future supplies.,25.548,0.07829316675811415,0.06620517864079162,27.848
2022-02-23,Western Businesses Prepare for Fallout From Russia Sanctions,PODCAST,"As the U.S. and its allies impose sanctions on Russia, many businesses, from big banks to energy companies to steel plants, are preparing for possible economic fallout. Wall Street Journal reporter Alistair MacDonald joins WSJ What’s News host Annmarie Fertoli to discuss.",27.848,0.09002661656489752,0.06639584954113936,36.898
2022-02-23,"With Nord Stream 2 Freeze, Germany Takes First Step to Cut Russian Gas Reliance",Europe,"Vladimir Putin’s aggression in Ukraine triggered a search for alternative gas supplies, but it could take years for Berlin to wean itself off Russian imports.",27.848,0.09002661656489752,0.06639584954113936,36.898
2022-02-23,"Ukraine Crisis Kicks Off New Superpower Struggle Among U.S., Russia and China",World,Beijing and Moscow now hold a stronger hand in confronting the West than during the Cold War.,27.848,0.09002661656489752,0.06639584954113936,36.898
2022-02-24,Russia Attack on Ukraine Threatens European Gas Supplies,Gas Markets,Natural-gas prices rose around the world as Russia’s new military push against Ukraine poses another threat to Europe’s already tenuous supply of natural gas.,36.898,0.32497845446710727,0.06928152302234879,33.048
2022-02-24,Russian Invasion Scrambles Prospects for Global Economy,Economy,"The attack on Ukraine heaps fresh risks on a global economy struggling with soaring inflation, supply-chain snarls and a rocky recovery from the pandemic.",36.898,0.32497845446710727,0.06928152302234879,33.048
2022-02-24,"As Ukraine Burns, Europe’s Energy Options Look Limited",Heard on the Street,"Europe will be able to manage a disruption to natural-gas flow through Ukraine. If Russia starts cutting off natural gas altogether, though, there isn’t a whole lot the world can do to help.",36.898,0.32497845446710727,0.06928152302234879,33.048
2022-02-25,Russian Forces Close In on Kyiv as Bombing Intensifies,PODCAST,A.M. Edition for Feb. 25. NATO and European leaders are responding to Russia’s invasion of Ukraine with further sanctions and the bolstering of Eastern European defense flanks. WSJ editor Dan Michaels says the war has strengthened European unity. But one area where leaders don’t agree is how to wean Europe off its dependence on Russian energy supplies. WSJ’s Joe Wallace explains the possible options and what this war means for the commodities market. Luke Vargas hosts.,33.048,-0.1043416987370589,0.06960864672900141,36.874
2022-02-25,Ukraine War Challenges European Energy Supplies,PODCAST,Sanctions against Russia announced by the EU crucially did not cover the import of Russian natural gas. Wall Street Journal reporter Joe Wallace joins WSJ What’s News host Luke Vargas to discuss the EU’s dependency on Russian energy.,33.048,-0.1043416987370589,0.06960864672900141,36.874
2022-02-25,Opinion: American LNG Is a Strategic and Green Asset,Letters,Why do we strengthen Russia’s hydrocarbon industry by restricting our own?,33.048,-0.1043416987370589,0.06960864672900141,36.874
2022-02-25,Russia’s Energy Dominance Ties West’s Hands in Ukraine War,Europe,"Europe gets about 40% of its natural-gas imports from Russia, making it hard to sanction a sector that is a vital source of revenue for Moscow.",33.048,-0.1043416987370589,0.06960864672900141,36.874
2022-02-25,"Opinion: Energy, Russia and American Power",Review & Outlook,"Biden’s war on fossil fuels helps Putin, as the Ukraine crisis shows.",33.048,-0.1043416987370589,0.06960864672900141,36.874
2022-02-25,Germany to Raise Defense Spending Above 2% of GDP,Europe,"The nation will boost defense spending and create a strategic natural-gas reserve, Chancellor Olaf Scholz said, marking a significant shift in reaction to Russia’s war in Ukraine.",33.048,-0.1043416987370589,0.06960864672900141,36.874
2022-02-25,Russia Sends Natural-Gas Tankers to Kaliningrad Outpost,World,Stationing LNG ships in the Baltic amid Ukraine fighting indicates Moscow is poised for wider disruption to European energy supplies.,33.048,-0.1043416987370589,0.06960864672900141,36.874
2022-02-25,"As War Reshapes Europe, Germany Pivots on Defense, Aid",Europe,"Chancellor’s shake-up of a German foreign policy that has long relied on trade and diplomatic dialogue, while playing down the need for military strength, shows how Vladimir Putin’s war on Ukraine is sending shock waves throughout Europe.",33.048,-0.1043416987370589,0.06960864672900141,36.874
2022-02-28,Energy Sanctions Are a Weapon Putin Would Understand,Heard on the Street,"Sanctions on Russia announced since it invaded Ukraine have been designed to exclude commodity imports. President Biden and his allies fear the impact of comprehensive sanctions on resource markets and their economies, particularly in Europe where gas supplies are already tight.",36.874,0.11577099975792793,0.06988758350390924,32.422
2022-02-28,Consolidation Drives Private Equity’s Haynesville Shale Exits,Pro PE Commentary Analysis,A consolidation push among U.S. oil-and-gas producers is creating opportunities for private-equity firms to sell energy companies after years of slow exit activity in the industry—a trend that has been particularly visible among businesses operating in the gas-rich Haynesville Shale region in the South.,36.874,0.11577099975792793,0.06988758350390924,32.422
2022-02-28,Opinion: Germany’s Climate Left Gets Serious,Review & Outlook,Greens in Berlin start to make responsible energy trade-offs. Is President Biden listening?,36.874,0.11577099975792793,0.06988758350390924,32.422
2022-03-01,Russian Forces Target Ukrainian Civilians,PODCAST,"A.M. Edition for March 1. Russia intensifies its war in Ukraine, pummeling civilian centers and setting the stage for a major assault on the capital, Kyiv. WSJ national-security reporter Brett Forrest is in Lviv in western Ukraine and he says we may be seeing a regression to more traditional tactics from Moscow, as Russian forces struggle with fierce Ukrainian resistance. Luke Vargas hosts.",32.422,-0.12073547757227332,0.070333755782851,48.447
2022-03-01,Western Companies Pull Out of Russia,PODCAST,Large western businesses are continuing to cut ties with Russia following its invasion of Ukraine. Wall Street Journal markets reporter Anna Hirtenstein tells WSJ What’s News host Luke Vargas it’s all part of a broader trend of Western businesses facing moral and political pressure to sever their ties with Russia.,32.422,-0.12073547757227332,0.070333755782851,48.447
2022-03-01,Opinion: Jonesing to Give Up Russian Oil,Review & Outlook,"Hawaii imports Moscow crude, and the Jones Act is one bad reason why.",32.422,-0.12073547757227332,0.070333755782851,48.447
2022-03-01,Opinion: A Lesson in Energy Masochism,Review & Outlook,Here’s how Europe made itself vulnerable to Putin’s gas blackmail.,32.422,-0.12073547757227332,0.070333755782851,48.447
2022-03-02,Opinion: Maybe Germany Had Reason to Prefer Russian Energy,Letters,U.S. natural-gas suppliers are great—until Democrats pull the rug out from under them.,48.447,0.4942631546480787,0.07667355442229062,59.672
2022-03-03,Opinion: The Cost of Neglecting the Middle East,Global View,The war in Ukraine reveals the folly of taking old American allies for granted.,59.672,0.23169649307490636,0.07791496693176556,47.297
2022-03-04,Europe Fears It Could Be Too Late to Shake Off Russian Gas Addiction,Oil Markets,A decadeslong reliance on Moscow’s energy has left Europe unprepared if the taps are turned off.,47.297,-0.20738369754658803,0.07913424614328549,84.762
2022-03-04,Opinion: Hitting Putin Where It Hurts by Sanctioning Russia’s Oil Exports,Review & Outlook,A mere U.S. ban on Russian oil imports is a distraction from the real issue.,47.297,-0.20738369754658803,0.07913424614328549,84.762
2022-03-07,Replacing Russian Gas in Europe Will Require State Planning,Heard on the Street,"Europe’s latest energy plan, expected out this week, will likely cover a host of actions, from energy efficiency measures in transport, machines and buildings, to hydrogen and possibly even hydropower and marine energy.",84.762,0.7921221219104806,0.09315314812400081,54.281
2022-03-11,Opinion: Why U.S. Oil and Gas Stays Stuck in the Ground,Letters,‘I have seen shale drilling make oil but lose billions of dollars.’,28.603,-0.2154318786515621,0.09887986348008562,29.647
2022-03-11,"For Some Countries, Economic Ripples of Ukraine War Bring Windfall",Europe,"Those rich in oil and gas and other commodities are expected to get a boost from soaring prices, though inflation will sting consumers and weigh on global growth.",28.603,-0.2154318786515621,0.09887986348008562,29.647
2022-03-11,How Europe Hopes to Wean Itself From Russian Natural Gas,Gas Markets,Europe has managed to divert some U.S. liquefied natural gas shipments to its ports. But EU countries will likely need to sign longer-term contracts to lock in demand.,28.603,-0.2154318786515621,0.09887986348008562,29.647
2022-03-14,The High Cost of Europe’s Energy Security,Heard on the Street,"The European Union is expected to release another round of sanctions this week covering industries such as steel and luxury goods, but the kind of bans on Russian energy introduced by the U.S. and U.K. aren’t on the table.",29.647,0.03649966786700687,0.0988921522701239,33.547
2022-03-17,How Ukraine Is Changing the Politics of Energy and Climate Change,PODCAST,Rising gasoline prices and Russia's invasion mean that energy security and costs matter more than climate policies.,35.594,0.002196193265007418,0.09920558399233688,35.378
2022-03-18,How the West Can Win a Global Power Struggle,The Saturday Essay,"In an economic Cold War pitting China and Russia against the U.S. and its allies, one side holds most of the advantages. It just has to use them.",35.378,-0.00606843850087091,0.09921002567295922,32.753
2022-03-21,Opinion: There’s Still Much More Sanctions Can Do to Help Ukraine,Commentary,Russia takes in up to $7 billion a week from energy exports. Sever Putin’s revenue stream.,32.753,-0.07419865453106456,0.09933455554300173,31.637
2022-03-21,Cash Crunch Drives Wild Moves in Commodities,Markets,"Commodity traders are being hit by huge cash requests from banks and exchanges, propelling whipsaw moves in markets and hindering the movement of materials beyond Russia and Ukraine.",32.753,-0.07419865453106456,0.09933455554300173,31.637
2022-03-23,Many Businesses Are Quitting Russia. Big French Firms Are Staying Put.,World,"Some of France’s largest companies, including Renault, Societe Generale and TotalEnergies, are maintaining ties in Russia after its invasion of Ukraine.",33.841,0.06966526535385786,0.09941162919941046,38.045
2022-03-25,Europe’s Energy Woes Are Rerouting Global LNG Flows,Heard on the Street,European customers are just beginning to replace Russian pipeline gas with liquefied natural gas from the U.S.,32.66,-0.14154290971218308,0.10012245241520985,30.327
2022-03-25,U.S. to Boost Gas Deliveries to Europe Amid Scramble for New Supplies,Europe,The U.S. is ramping up shipments of liquefied natural gas to Europe this year as the continent hunts for new supplies around the globe to phase out its reliance on Russian energy after the invasion of Ukraine.,32.66,-0.14154290971218308,0.10012245241520985,30.327
2022-03-25,"Joe Biden Welcomes 100,000 Ukrainian Refugees",PODCAST,"While in Europe for an emergency meeting of NATO and a trip to Poland, Joe Biden announces that the U.S. will accept 100,000 Ukrainian refugees. He also promises more U.S. natural gas for our European allies, but will his policies match his rhetoric? Plus, the panel answers a listener's question about whether the United Nations has a role to play in ending Russia's invasion.",32.66,-0.14154290971218308,0.10012245241520985,30.327
2022-03-25,Opinion: Biden’s Great Energy and Climate Contradiction,Review & Outlook,He wants more gas for Europe from U.S. companies he wants to put out of business.,32.66,-0.14154290971218308,0.10012245241520985,30.327
2022-03-25,Natural-Gas Industry Gets Boost as Biden Shifts Stance,Gas Markets,"President Biden’s pledge to increase U.S. liquefied natural-gas exports to Europe marks a further retreat from his hard-line stance against fossil fuels, sending industry share prices surging.",32.66,-0.14154290971218308,0.10012245241520985,30.327
2022-03-30,Europe Woos Qatar for an Alternative to Russian Gas,World,The Persian Gulf kingdom is emerging as one of the most attractive options in Europe‘s search for new sources of natural gas to replace Russian imports.,36.916,0.11941294196130747,0.10059259961676546,34.744
2022-03-30,How High Energy Prices Could Help Both the Climate and the U.S.,Capital Account,"With Russian output shut in, U.S. producers could gain market share even as the world hastens the shift to renewables.",36.916,0.11941294196130747,0.10059259961676546,34.744
2022-03-30,Germany Braces for Less Gas as Russia Demands Ruble Payments,World,Germany’s economy minister said Berlin triggered the early-warning stage of a contingency plan to insulate the country against any possible reduction in Russian gas deliveries.,36.916,0.11941294196130747,0.10059259961676546,34.744
2022-03-30,The LNG Export Boom is Draining U.S. Natural-Gas Supplies and Lifting Prices,Commodities,Overseas shipments of shale gas are replacing Russian supplies in Europe and boosting prices at home.,36.916,0.11941294196130747,0.10059259961676546,34.744
2022-03-30,Stocks Decline as Oil Prices Rise,U.S. Markets,"U.S. share benchmarks fell and oil prices climbed, as concerns about the war in Ukraine and rising commodity prices continued to weigh on investors.",36.916,0.11941294196130747,0.10059259961676546,34.744
2022-04-01,Asian Liquefied Natural Gas Demand Is Cooling Fast,Heard on the Street,Skyrocketing natural gas prices driven by Europe are already showing signs of damaging what had been the crucial growth market for LNG: Asia.,35.998,0.03609256274464645,0.1006880871839212,33.473
2022-04-04,Tailwater Capital’s Herring Sees Promise in ‘Gasification’ of the Economy,Pro PE Industry News,The private-equity firm is betting natural gas will become increasingly important for facilitating the transition to clean-energy sources,33.473,-0.07014278571031718,0.10081585632893346,32.02
2022-04-04,Ukraine War Drives Countries to Embrace Renewable Energy—but Not Yet,World,"Many nations are speeding up plans to transition to green energy, such as wind and solar power, in their quest to replace Russian supplies. In the near term, they’re leaning even more on oil, gas and coal.",33.473,-0.07014278571031718,0.10081585632893346,32.02
2022-04-07,Shell Warns of Up to $5 Billion Hit From Russia Exit,Business,The first-quarter accounting charges follow the oil major’s decision to sever ties with Russia in response to the invasion of Ukraine.,30.718,-0.03916171410697522,0.10091906258138734,31.443
2022-04-07,"Frontline, Euronav Merge to Create Tanker Giant in $4.2 Billion Stock Deal",Business,"Two of shipping’s biggest names agreed to merge, in a move that would create one of the world’s biggest tanker owners.",30.718,-0.03916171410697522,0.10091906258138734,31.443
2022-04-08,Opinion: Between a Russian Czar and a Western Double Standard,Letters,Can Putin be appeased?,31.443,0.02360179699199172,0.10092034754006711,30.094
2022-04-08,Europe Debates How to Cut Purchases of Russian Oil,Europe,European Union officials are seeking to make oil the focus of the bloc’s next set of economic measures against Russia over its invasion of Ukraine.,31.443,0.02360179699199172,0.10092034754006711,30.094
2022-04-12,"Chaotic Trading in Energy, Metals and Food Spills Into Real World",Commodities,"Wild swings in commodity futures markets complicate business for those who use raw materials and filter into higher prices for consumers. Traders are stepping away from the risky market, creating even more volatility.",29.72,-0.012427726457101107,0.10098638335900625,29.249
2022-04-22,Opinion: Fossil Fuels’ Forthright Defender,The Weekend Interview,"When Elizabeth Warren denounced energy CEOs, Toby Rice, the head of the largest U.S. natural gas producer wasn’t about to roll over.",26.3,0.02911253717326656,0.10131614120526206,24.91
2022-04-22,Sanctions Strand Russia-Bound Luxury Cars,Europe,Thousands of vehicles are stuck at a Belgium port as customs officials navigate what can be shipped to Russia. ‘It will take months to clear.’,26.3,0.02911253717326656,0.10131614120526206,24.91
2022-04-27,Russian Gas Stoppages Spur Europe’s Race for Energy Supplies,Commodities,"European officials denounced Russia’s move to halt gas to Poland and Bulgaria, which threatens the continent’s energy supply.",26.2,0.15934333377583076,0.10199212500692155,22.225
2022-04-27,Vladimir Putin Cuts Off Gas to Two NATO Allies,PODCAST,"As Putin halts natural gas supplies to Poland and Bulgaria, Europe needs to move fast to end its reliance on Russian fossil fuels. American frackers could potentially fill Europe's energy gap, but President Biden and Congress need to act if they want to increase U.S. exports anytime soon. Plus, Germany finally provides some heavy weapons to Ukraine, while a Russian general exposes Putin's larger military ambitions.",26.2,0.15934333377583076,0.10199212500692155,22.225
2022-04-27,Russian Supply Concerns Drive Natural-Gas Prices Higher,Gas Markets,The stoppage of Russian exports to Poland and Bulgaria stirs investors’ anxieties about further global supply strains,26.2,0.15934333377583076,0.10199212500692155,22.225
2022-04-27,France’s Total Takes $4.1 Billion Charge Owing to Russia Sanctions,Europe,The energy giant said Western sanctions would affect an Arctic natural-gas project that had been expected to launch in 2023.,26.2,0.15934333377583076,0.10199212500692155,22.225
2022-04-27,Opinion: Russia’s Energy Extortion of Poland and Bulgaria,Review & Outlook,"With more U.S. help for Europe, the ploy could boomerang on Vladimir Putin.",26.2,0.15934333377583076,0.10199212500692155,22.225
2022-04-28,Natural-Gas Producers: In Thin Air,Heard on the Street,"Geopolitical risks are pushing natural-gas prices, and producer stocks, to the stratosphere.",22.225,-0.15171755725190827,0.10246848763443,21.9
2022-04-28,"As Europe Thirsts for Natural Gas, U.S., EU Signal Support for Long-Term Deals",Finance,"With Russia moving to pinch natural gas supplies to parts of Europe, U.S. and European Union officials are indicating that they are more open to longer-term deals to ship American fuel across the Atlantic.",22.225,-0.15171755725190827,0.10246848763443,21.9
2022-04-29,U.S. Gas Producers Under Pressure as Russia Cuts Off Supplies in Europe,VIDEO,"As Europe races to wean itself off Russian energy, American natural-gas producers are struggling to meet the demand and prices are rising. Factors including extreme weather and equipment needs have created a bottleneck amid the war in Ukraine. Illustration: Laura Kammermann and Sharon Shi",21.9,-0.014623172103487181,0.10247635334330847,23.425
2022-04-29,Opinion: The West Has a Crucial Ally in Qatar,Commentary,"With America’s help, the country’s natural-gas reserves can wean Europe from Russian energy.",21.9,-0.014623172103487181,0.10247635334330847,23.425
2022-05-02,Japan Pushes Ahead With Plan to Add Russian Gas Imports,Business,The CEO of trading and investment company Mitsui says the “world’s energy balance will collapse” unless a Siberia natural-gas project goes forward.,,,,
2022-05-03,BP Takes $25.5 Billion Hit From Russia Exit,Earnings,"The U.K. energy company’s accounting charge was related to its decision to exit its Russia holdings, including its stake in Rosneft, and is by far the biggest financial hit tallied by companies pulling back from the country.",,,,
2022-05-04,Europe Scrambles for Energy Before Cutting Itself Off From Russia,Gas Markets,"The region is racing to stock up on oil and natural gas before tighter sanctions are imposed on Russian energy, amid a dash to reorganize global energy supplies.",23.425,0.06963470319634713,0.10252172690521835,23.703
2022-05-04,Germany’s Difficult Breakup with Russian Energy,PODCAST,"The European Union announced a proposal to ban purchases of Russian oil exports, after Germany, Europe’s biggest economy, dropped its opposition. WSJ’s Bojan Pancevski explains why Germany was such a holdout. Further Reading: -EU Proposes Ban on Russian Oil Imports, Sending Prices Higher -Germany Drops Opposition to Embargo on Russian Oil Further Listening: -If Russia Invades Ukraine, Can the U.S. Deliver on Sanctions?",23.425,0.06963470319634713,0.10252172690521835,23.703
2022-05-04,EU Proposes Ban on Russian Oil Imports,Europe,The European Union proposed a ban on Russian crude within six months and is set to impose sanctions on Russian military officials accused of war crimes.,23.425,0.06963470319634713,0.10252172690521835,23.703
2022-05-05,Shell Takes $3.9 Billion Charge Related to Russia Exit,Earnings,The oil major is the latest energy giant to document a financial hit from exiting the country following its invasion of Ukraine.,23.703,0.0118676627534684,0.10251889020256928,23.353
2022-05-09,Activist Investor Third Point Continues Push for Shell to Restructure,Business,The hedge fund has told clients it has added to its profitable position in the energy giant.,20.2,-0.13501477326253597,0.10292003178661512,19.422
2022-05-11,Ukraine Reduced Russian Gas Flowing to Europe Through Key Pipeline,Markets,"Ukraine reduced flows of Russian natural gas through its territory to Europe, introducing a new threat to the energy security of a continent already racing to sever its dependence on Russian fossil fuels.",21.772,0.12099680774379551,0.1031948210495679,23.197
2022-05-12,Russian Tanker Giant in Deals to Sell Ships Amid Western Sanctions,World,"Buyers in Middle East and Asia, including Koban Shipping and Eastern Pacific Shipping, have agreed to acquire vessels to haul crude oil and natural gas.",23.197,0.06545103803049801,0.10323843228816088,21.422
2022-05-13,Europe’s Gas Market Is Still Counting on Russian Supplies,Heard on the Street,"Russia has reliably provided gas to Western Europe for decades, but the risk of a cutoff keeps rising.",21.422,-0.07651851532525755,0.103373877433834,20.075
2022-05-17,How Germany Is Racing to Sever Dependence on Russian Energy,World,Europe’s largest economy is scrambling to find new suppliers and invest billions in infrastructure to reverse decades of policy in weeks; business leaders warn of a financial crisis from higher energy prices.,20.075,-0.06287928298011392,0.10347004320166166,22.255
2022-05-25,New U.S. Gas-Export Plant Gets Green Light as Europe Thirsts for LNG,Business,"Natural-gas exporter Venture Global LNG said it would build a new, multibillion-dollar liquefied natural gas export facility in Louisiana, as demand for U.S. gas exports surges in Europe following Russia’s invasion of Ukraine.",23.108,-0.0006487047528435097,0.10356620353933604,24.338
2022-05-25,"Ukraine War Threatens Transition to Cleaner Energy, Leaders Warn at Davos",World,"While fossil fuel investments may be needed as Europe seeks to reduce Russian supplies, longer investments could derail climate goals, some say.",23.108,-0.0006487047528435097,0.10356620353933604,24.338
2022-05-26,Europe’s Quest for Alternatives to Russian Gas Hits Obstacles,World,"Europe is hitting roadblocks as it tries to replace Russian gas in the Middle East and North Africa, as talks with big producers like Qatar, Algeria and Libya have become complicated.",24.338,0.05322831919681503,0.10358442125703096,23.771
2022-05-26,Natural Gas Surges as Cooling Season Switches On,Gas Markets,"The fuel has tripled over the past year to the highest level since 2008, which was before frackers flooded the market with shale gas.",24.338,0.05322831919681503,0.10358442125703096,23.771
2022-06-03,The End of Energy Free Trade,Economy,"Welcome to a new era in oil and gas, prompted by Western sanctions against Russia, that gives geopolitics an edge over market forces.",23.543,0.020591295300849577,0.10373779249396307,23.668
