Timestamp,Title,Theme,Summary
2023-04-27,"Russian Oil Prices Surge, Put Sanctions to Test",PODCAST,Urals crude has bubbled from a low of $35 a barrel in January to close to the $60-a-barrel limit the U.S. and allies placed on most Russian crude exports. Wall Street Journal reporter Joe Wallace joins WSJ What’s News host Luke Vargas to explain why those price rises are putting pressure on the West’s ability to keep Russian oil on the market while still pinching the Kremlin’s revenue.
2023-04-27,Trans Rights Under Pressure in Two U.S. Statehouses,PODCAST,A.M. Edition for April 27. DOJ is suing Tennessee to block restrictions on transgender healthcare. And Montana bars a trans lawmaker from debate after she protested a similar bill. Plus Russian crude is nearing a $60 sanctions cap. Luke Vargas hosts.
2023-04-27,Europe Moves Toward Cutting a Last Source of Russian Energy,Europe,Steps to limit shipments of LNG from Russia could push up natural-gas prices.
2023-04-21,China Strikes Energy Deals as Its Clout Grows in Middle East,World,"For years, China has bought oil and gas from the Middle East. Now, Chinese companies are making big investments in parts of the energy infrastructure."
2023-04-18,Warren Buffett and Japan’s Trading Titans Would Be Formidable Allies,Heard on the Street,The Berkshire Hathaway head hinted in a recent interview that his interest in Japan’s trade giants goes beyond just holding their stocks.
2023-04-15,Fossil-Fuel Veterans Find Next Act With Green Hydrogen,Business,Executives see similarities between the nascent industry and the early days of liquefied natural gas.
2023-04-02,"Japan Breaks With U.S. Allies, Buys Russian Oil Above Cap",Commodities,"Citing energy needs, Tokyo won legal exception to rules binding Group of Seven nations."
2023-03-15,Why Gas Bills Are Going Crazy—With No End in Sight,Gas Markets,"Supply challenges contributed to the most volatile year on record for natural gas prices, and the volatility isn’t slowing down."
2023-03-06,Record U.S. Gas Exports Finding Their Way to Europe,PODCAST,"After Russia’s invasion of Ukraine, Moscow all but cut its flows of pipeline gas to Europe, its largest customer. Now, the continent is heating homes, generating electricity and powering factories with gas fracked from wells in the U.S, as the amount of LNG exports from the U.S. to Europe has reached record levels. Wall Street Journal reporter Benoît Morenne joins WSJ What’s News host Annmarie Fertoli to discuss the journey of the gas from the wells in the U.S. to regasification facilities in Europe."
2023-03-06,Record U.S. Gas Exports Finding Their Way to Europe,PODCAST,"P.M. Edition for Mar. 6. After Russia’s invasion of Ukraine, Moscow all but cut its flows of pipeline gas to Europe, its largest customer. Now, the continent is heating homes, generating electricity and powering factories with gas fracked from wells in the U.S., as the amount of LNG exports from the U.S. to Europe has reached record levels. Reporter Benoît Morenne joins host Annmarie Fertoli to discuss the journey of the gas from the wells in the U.S. to regasification facilities in Europe."
2023-03-05,Energy Industry Wrestles Over Going Green Too Fast,Business,Climate issues and energy security are expected topics at a gathering of government officials and oil executives.
2023-03-03,How Gas From Texas Becomes Cooking Fuel in France,Business,"Following Russia’s invasion of Ukraine, Europe is importing U.S. natural gas like never before to heat homes, generate electricity and power factories."
2023-03-03,Abu Dhabi Gas IPO Raises $2.5 Billion,,
2023-02-26,Sanctions Net Widens to Catch Russia’s Middle East Shipping Company,Markets,"The measures targeted Sun Ship, a Dubai unit of the Russian state-owned tanker company that brings in 70% of Russia’s energy revenue."
2023-02-24,Peacetime Would Be a Black Swan Event For Energy,Heard on the Street,"Even if an end to the war in Ukraine isn’t imminent, energy producers need to consider the possibility before they invest in long-term projects."
2023-02-23,"Natural-Gas Prices Plunge, and Drillers Dial Back",Gas Markets,"Prices for the fuel are down more than 65% since mid-December, and U.S. inventories have flipped to an unseasonable surplus."
2023-02-22,How Hybrid Work Is Changing Offices of the Future,The Future of Everything,Architects and real-estate developers are pioneering concepts to entice workers who will permanently split their time between home and office. Here are the innovations you’ll see in coming years.
2023-02-17,Abu Dhabi to Sell 4% of Natural-Gas Business in IPO,Finance,The national energy company hopes to raise $2 billion from the sale and comes as Middle East energy producers ramp up plans to supply Europe.
2023-02-17,Turkey Earthquake Challenges Erdogan Ahead of Elections,PODCAST,"A.M. Edition for Feb. 17. Even before last week’s earthquake, Turkish President Recep Tayyip Erdogan was facing public discontent over the state of the economy. WSJ reporters Jared Malsin and Daniella Cheslow in Adana, Turkey, detail the added challenges Mr. Erdogan now confronts as he contends with mass displacement, economic damage and tensions amid a call to postpone national elections. Plus, why shares of aircraft lessors are taking off. Luke Vargas hosts."
2023-02-11,Natural Gas: Fasten Your Seat Belts,Heard on the Street,The buffers that keep America’s natural-gas price fluctuations at bay are eroding.
2023-02-09,BP Reconsiders Renewables Amid High Oil Prices,PODCAST,Oil major BP is slowing its transition to renewable and lower-carbon energy amid record profits. Wall Street Journal senior European energy correspondent Jenny Strasburg joins WSJ What’s News host Peter Granitz and explains what that means for the broader energy transition.
2023-02-09,BP Reconsiders Renewables Amid High Oil Prices,PODCAST,"A.M. Edition for Feb. 9. Oil major BP is slowing its transition to renewable and lower-carbon energy amid record profits. Wall Street Journal senior European energy correspondent Jenny Strasburg explains what that means for the broader energy transition. Plus,the stock market rally of 2023 is showing wider breadth. Peter Granitz hosts."
2023-02-06,Methanol Takes Lead in Shipping’s Quest for Green Fuel,Journal Reports: Energy,"A successful shift to methanol, however, will require billions of dollars of investments in new ships and fueling infrastructure, as well as lower prices for methanol."
2023-02-03,Caribbean Seeks Venezuelan Energy as Sanctions Ease,Latin America,Countries coping with high energy costs are turning to Venezuela as the U.S. relaxes curbs that have kept its supplies off limits for years.
2023-02-02,"Shell Posts $42 Billion Profit, Adding to Industry’s Record Haul",Earnings,"Shell became the latest oil giant to post a record annual profit last year, joining U.S. peers in surging back from early pandemic losses on soaring energy prices."
2023-01-24,European Natural-Gas Prices Tumble After Freeport LNG Requests Restart,,
2023-01-19,Liquefied Natural Gas Will Have a Less Frenzied 2023,Heard on the Street,"China’s reopening makes a further slide in LNG prices unlikely, but it won’t necessarily supercharge prices again either."
2023-01-19,What Does the Future Hold for Natural Gas?,Journal Reports: Energy,"Its reputation as being reliable and abundant has taken a hit from Europe’s energy crisis, and concerns about its environmental impact are growing."
2023-01-18,Natural Gas Tumbles To Fresh Low,,
2023-01-18,"German Chancellor Praises Ukraine’s Resistance, Warns Against Economic Protectionism",Davos,"Russia has failed to reach its goals, and the war has made the West more resilient and accelerated the decarbonization of its economies, German Chancellor Olaf Scholz said at the World Economic Forum."
2023-01-14,How Europe Escaped a Looming Energy Crisis,Europe,"The worst-case scenario has been averted through conservation by consumers, mild temperatures and a scramble to create more gas supplies."
2023-01-12,EIG Bets Big on Rising Demand for Liquefied Natural Gas,Pro PE Industry News,"EIG Global Energy Partners is one of the few private-equity firms still investing billions of dollars in fossil fuel-related assets, as it bets on continued global demand for liquefied natural gas before the world can fully rely on renewable energy."
2023-01-10,Why U.S. Oil and Gas Are Booming Again,PODCAST,Domestic production of oil and gas are near record levels. So what’s fueling the fossil fuel boom? And will it last? Wall Street Journal reporter Benoît Morenne joins WSJ What's News host Annmarie Fertoli to discuss.
2023-01-10,Why U.S. Oil and Gas Are Booming Again,PODCAST,P.M. Edition for Jan. 10. Domestic production of oil and gas are near record levels. So what’s fueling the fossil fuel boom? And will it last? Reporter Benoît Morenne joins host Annmarie Fertoli to discuss.
2023-01-10,Oil and Gas Are Back and Booming,U.S.,"The Haynesville basin in Louisiana and Texas is humming with drillers. Among them is Chesapeake, a fracking pioneer that was in bankruptcy just two years ago."
2023-01-10,Made in the U.S.A.: Natural-Gas Prices,Heard on the Street,U.S. natural-gas prices took on European color last year. Warm weather and ample storage is bringing prices down to reflect local realities.
2023-01-09,Energy Bulls Are Getting Paid to Stay Calm,Heard on the Street,Oil and gas stocks are holding steady despite weaker energy prices. Lavish share buybacks may be one reason.
2023-01-04,Natural Gas Plunges as Warm Weather Is Forecast,Gas Markets,Warm weather and ample supplies of natural gas have pushed prices down more than 50% since the summer to about what they cost a year ago.
2023-01-04,"Exxon, Chevron Retreat From Big International Projects",PODCAST,"Fossil-fuel giants Exxon and Chevron plan to spend most of their annual budgets in the U.S., Argentina and Canada this year. Wall Street Journal markets reporter Joe Wallace joins WSJ What’s News host Luke Vargas to explain why the two largest U.S. oil companies decided to focus on oil projects in the Americas."
2023-01-04,Google and Meta's Digital-Ad Duopoly Fades,PODCAST,"A.M. Edition for Jan 4. For the first time in nearly a decade, the two largest players in online advertising are no longer raking in the majority of U.S. digital-ad dollars, a decline that industry insiders expect to continue in years to come. WSJ digital-advertising reporter Patience Haggin explains why Google and Meta’s dominance is fading and how TikTok and streaming platforms are shaking up the industry. Luke Vargas hosts."
2023-01-03,"German Facility, Built at Breakneck Speed, Accepts LNG From U.S.",Europe,"The shipment arrived at the import terminal for liquefied natural gas in the port town of Wilhelmshaven, a facility that was built in less than a year to help Germany avert an energy shortage."
2022-12-27,Who's to Blame for Christmas Blackouts?,PODCAST,"A brutal winter storm puts the U.S. power grid to the test, as natural gas is diverted to heating, forcing utilities to beg for customers to turn off lights and appliances. Plus, while sales of electric vehicles are on the rise, studies show that their range falls precipitously when the temperature drops."
2022-12-27,Japanese Companies Reach Natural-Gas Deals,Asia,Japanese companies said they reached deals with Omani and U.S. producers for mid- to long-term supplies of liquefied natural gas.
2022-12-26,"Russia’s Gas Production, Exports Shrink Under Sanctions Pressure",Russia,"Western import bans and price caps have battered foreign demand, but their exact impact is unclear because Moscow stopped posting trade data."
2022-12-22,Startup Plans to Make Synthetic Natural Gas With Green Hydrogen,Sustainable Business,Tree Energy Solutions is building a hydrogen hub in Germany.
2022-12-22,Shipping Industry Balks at Green Energy Transition,Business,"Shipowners are placing orders for greener vessels but are deterred by limited supplies of alternative fuels, high costs and the long route to meeting emissions targets."
2022-12-20,Heard on the Street Recap: May Way for the BOJ,,
2022-12-19,European Energy Ministers Agree to Natural-Gas Price Cap,Europe,"Russia’s invasion of Ukraine has sent prices for the fuel soaring across the continent, spurring the emergency measure."
2022-12-19,"Italy Found a Fix for Its Gas Crisis, but Locals Are Resisting",Europe,A town in Tuscany is fighting against an LNG terminal that Italy says is urgently needed as part of Europe’s efforts to replace Russian energy.
2022-12-18,Qatar Warns Brussels Bribery Allegations Could Hurt Energy Talks With Europe,World,The Persian Gulf kingdom is one of Europe’s best hopes for weaning itself off Russian natural gas.
2022-12-15,Central Banks Slow Pace of Rate Hikes But Give Diverging Outlooks,PODCAST,"The Federal Reserve, European Central Bank and Bank of England all raised interest rates half a percentage point this week. But the central banks are offering diverging outlooks for the path ahead. Wall Street Journal reporter Paul Hannon joins WSJ What's News host Annmarie Fertoli to discuss."
2022-12-15,Central Banks Slow Pace of Rate Hikes But Give Diverging Outlooks,PODCAST,"P.M. Edition for Dec. 15. The Federal Reserve, European Central Bank and Bank of England all raised interest rates half a percentage point this week. But the central banks are offering diverging outlooks for the path ahead. Reporter Paul Hannon joins host Annmarie Fertoli to discuss."
2022-12-15,Europe Can’t Afford to Name Its Gas Price,Heard on the Street,Supply of liquefied natural gas will be tight next year. Plans to cap how much the European Union pays are becoming riskier as China lifts Covid restrictions.
2022-12-09,How Exxon Mobil’s CEO Views Energy Shortages and Increasing Profits,Journal Reports: Leadership,Darren Woods also talks about why the company is steering clear of renewables
2022-12-09,Opinion: SEC Rule Aims to Make Every Company a Climate Company,Best of the Web,What happened to informing investors about relevant financial risks?
2022-12-09,TotalEnergies to Take $3.7 Billion Write-Down on Novatek Stake,Business,"The French energy giant also withdrew its directors from the Russian gas producer’s board, as part of its efforts to scale back business in Russia following the invasion of Ukraine."
2022-12-08,Opinion: America Can Do More for Its Allies—and Itself,Letters,"Europe and Japan need gas, but we won’t produce more of it."
2022-12-08,The Five-Year Engineering Feat Germany Pulled Off in Months,Europe,"Europe is racing to build natural-gas facilities to keep its economy afloat. If it fails to shore up its energy grid, governments might have to ration fuel this winter. “This project is really a race against time,” said one manager."
2022-12-07,WSJ Video: Natural-Gas Prices Swing in Unseasonable Slump,,
2022-12-06,Natural-Gas Prices Swing Again in Unseasonal Slump,Gas Markets,Mild weather and an outage at a liquefied-natural-gas export facility have pressured prices for the heating and power-generation fuel.
2022-12-06,How the Century-Old Jones Act Affects Today's Home-Heating Prices,,"The maritime law aimed to prop up U.S. industry after World War I, but its limitations result in higher prices for shipments, including home heating oil and natural gas, critics say"
2022-12-04,Opinion: How Japan Can Avoid Europe’s Energy Mistakes,Commentary,"The U.S. is ready to help Tokyo on innovation, efficiency, nuclear power and natural gas."
2022-12-04,Japan Looks to Build Buffer of Natural Gas in Case of Supply Crunch,Asia,Russia’s move to decrease gas deliveries to Europe prompts Tokyo to rethink policy.
2022-12-01,The New Battleships in Europe’s Energy War Are in Short Supply,Heard on the Street,The world’s tiny fleet of floating storage and regasification vessels is suddenly in high demand as the EU rushes to import more LNG.
2022-11-29,Biden Calls on Congress to Pass Legislation to Avert Rail Shutdown,PODCAST,Qatar In Limited Natural Gas Supply Deal With Germany. Private-equity firm TPG has recruited former Wall Street power broker Tom Montag to launch a carbon-credit business. Kate Bullivant hosts.
2022-11-29,China’s Belt and Road Initiative Meets Resistance in the Developing World,PODCAST,A.M. Edition for Nov. 29. China’s Belt and Road Initiative has seen Beijing spend billions of dollars across the developing world in order to expand its influence. But WSJ correspondent Saeed Shah says Beijing is now being forced to contend with a host of problems from corruption to political instability and violence in the countries where it operates. Luke Vargas hosts.
2022-11-29,Qatar Signs Limited Natural-Gas Supply Deal With Germany,Business,The agreement will help Berlin diversify supplies but falls far short of the amounts needed to replace missing Russian natural gas.
2022-11-26,U.S. Natural-Gas Pioneer Struggles in His Second Act,Business,"Charif Souki played a starring role in transforming America into an energy powerhouse, but his second attempt at exporting natural gas is foundering."
2022-11-25,"Fearing Sabotage, Europe Patrols Pipelines With Mine Hunters and Unmanned Subs",Europe,"The destruction of Nord Stream pipelines in September alarmed security forces across EU. “The Ukraine war, and especially the Nord Stream explosions, were a wake-up call,” said a commander at the Danish navy."
2022-11-25,"Global Economy Slows, but Hopes Rise of Avoiding Deep 2023 Slump",PODCAST,"Economists are projecting a weak start to 2023 for the global economy, but those forecasts are not as bleak as economists previously feared. Wall Street Journal reporter Paul Hannon joins WSJ What’s News host Luke Vargas to explain why new data suggests slumps in the U.S. and Europe are forecast to be relatively short and how much stock to put in economists’ projections in the first place."
2022-11-25,"Global Economy Slows, but Hopes Rise of Avoiding Deep 2023 Slump",PODCAST,"A.M. Edition for Nov. 25. Economists are projecting a weak start to 2023 for the global economy, but those forecasts are not as bleak as economists previously feared. Wall Street Journal reporter Paul Hannon explains why new data suggests slumps in the U.S. and Europe are forecast to be relatively short and how much stock to put in economists’ projections in the first place. Luke Vargas hosts."
2022-11-22,"ECB Must Narrow Rate Gap With Fed, OECD Says",Economy,"While there have been some recent signs that these rates are at or close to their peaks, the Paris-based research group said inflation is unlikely to fall back quickly to the 2% level targeted by many central banks."
2022-11-21,"Fuel Prices Have Come Down Some, But Winter Heating Bills Will Probably Rise",,"Colder weather, higher prices and tight supply a pose the threat of a miserable winter for consumers"
2022-11-20,Race to Secure Gas for Europe’s Future Winters Has Already Begun,Commodities,"Some companies are weighing U.S. LNG deals, but talks have hit hurdles because of climate goals and pricing."
2022-11-17,Europe Needs Luck to Escape the Worst of Gas Crisis,Heard on the Street,"The European Union has stored enough gas to get through this winter. Ideally, tanks would still be around 40% full in the spring to be in a similar position next fall."
2022-11-17,Egypt Dims the Lights to Free Up More Gas for Europe,Middle East,The country is cutting back on its domestic energy use so it can sell more gas and help tackle its economic crisis.
2022-11-16,"Opinion: GOP Legislative Agenda Is Too Little, Too Late",Letters,Sen. Mitt Romney has yet to be disabused of his political naivete on entitlement reform.
2022-11-12,The U.S. Electric System Asks Customers for Help Avoiding Blackouts,Business,"As the grid becomes more unstable, officials are compensating industrial and residential customers to curb usage during times of peak stress."
2022-11-11,Twitter Spoof Sank Natural Gas Prices,,
2022-11-09,Origin Energy Gets $10 Billion Takeover Bid,Business,Major retailer of electricity and gas in Australia gets a takeover proposal worth around $10 billion from a consortium led by Brookfield Asset Management.
2022-11-06,Opinion: Supply-Side Steps to End Putin’s Economic War,Commentary,The most urgent policy shift is to promote energy production domestically and by reliable partners.
2022-11-04,Why Natural Gas Tankers Are Lining Up Off Europe's Coast,VIDEO,"Tankers carrying liquefied natural gas are floating off Europe's coast, waiting for the price of the fuel to rise. WSJ’s Joe Wallace explains how the tankers are Europe’s attempt to address the energy shortage and what it might mean for the continent this winter. Photo Illustration: Alexander Hotz/WSJ"
2022-11-03,Sempra Infrastructure to Build New U.S. LNG Plant,Gas Markets,"The project is the first phase of Port Arthur LNG, a roughly $10.5 billion export facility in Texas that would start delivering cargoes around 2027, potentially adding much-needed supplies of liquefied gas to global markets."
2022-11-03,"Europe Risks Huge Gas Shortfall Next Summer, IEA Warns",Business,"Governments in Europe must take further steps to limit its gas demand this winter or face a worsening energy crisis next year, the International Energy Agency warned."
2022-10-31,Colder Winter in Europe Could Mean Higher Natural-Gas Demand,Europe,"Colder weather conditions this winter could add pressure on governments and companies managing the continent’s supply of natural gas, just as they try to pivot away from their reliance on Russia."
2022-10-30,Natural-Gas Prices Have Plunged Into Autumn,Gas Markets,A big driver of inflation is down more than 40% in two months as U.S. inventories have swelled since air-conditioning season.
2022-10-28,"Exxon, Chevron Investors Risk Altitude Sickness",Heard on the Street,"U.S. major oil companies had another standout quarter:  Combined, Exxon and Chevron reported nearly $31 billion in profits."
2022-10-26,"Europe, Once Fearing Gas Rationing, Has a Glut",Commodities,"Prices for natural gas have tumbled more than 70% from their late-August high, thanks in part to a burst of warm weather."
2022-10-25,EU Seeks Quick Deal on Energy Price Interventions,Europe,The European Union wants to reach a deal within weeks on a set of market interventions to tackle the painfully high energy bills resulting from Russia’s economic war with the West.
2022-10-24,Is Another Gas Glut on The Horizon?,Heard on the Street,"High prices have prompted investment in new LNG supply, but it could all be too much if Russian gas finds a route back to market or buyers succeed in cutting their demand."
2022-10-24,The Hidden Corner of the Energy Market Where Russian Exports to Europe Are Booming,World,"While Russia has throttled its pipeline gas, its exports of liquefied natural gas to Europe are growing rapidly."
2022-10-21,LNG Shipping Prices Skyrocket as Russia Disrupts Fuel Supplies,PODCAST,"Daily freight rates to ship liquefied natural gas are at a record high, with prices expected to climb further as winter approaches. Wall Street Journal senior reporter Costas Paris joins WSJ What’s News host Luke Vargas to explain why a lack of gas terminals in Europe and the use of around half of the LNG fleet as floating storage are keeping prices elevated."
2022-10-21,Europe’s Energy Shock Spurs Rethink of Liberalized Gas Markets,Gas Markets,"Rocked by its biggest energy shock since the 1970s, Europe is unpicking parts of a two-decade endeavor to foster a competitive market in natural gas."
2022-10-21,LNG Shipping Prices Skyrocket as Russia Disrupts Fuel Supplies,PODCAST,"A.M. Edition for Oct. 21. Daily freight rates to ship liquefied natural gas are at a record high, with prices expected to climb further as winter approaches. Wall Street Journal senior reporter Costas Paris explains why a lack of gas terminals in Europe and the use of around half of the LNG fleet as floating storage are keeping prices elevated. Luke Vargas hosts."
2022-10-21,Long-Term Deals Help Japan Secure Ample Gas,Gas Markets,"Japan imports nearly all of its natural gas and, despite the worst energy crisis in many years, it isn’t facing shortages or out-of-control prices."
2022-10-20,Tankers Line Up Off Europe’s Coast Waiting for Gas Prices to Rise Again,Commodities,"Dozens of ships laden with natural gas are floating off the coast of Europe, many of them waiting for berths to unload as the continent races to top up storage ahead of a winter without Russian gas."
2022-10-19,Opinion: What’s the Return on Biden’s EV Investment?,Letters,"Will the global climate have been improved at all by the improvement of carbon emissions within America? If so, by how much?"
2022-10-19,Flooding in Nigeria Uproots Millions and Severs Gas Production,Africa,The flooding has aggravated fuel and food shortages across Africa’s most populous nation and could affect gas exports to Europe.
2022-10-19,"LNG Freight Rates Hit $450,000 a Day as Russia Disrupts Fuel Supplies",Business,Ships carrying liquefied natural gas command record prices as Asia and Europe spur high demand.
2022-10-18,Opinion: Get Ready for the Big Chill,Review & Outlook,"The price of heating fuel will soar this winter, thanks to climate policies."
2022-10-17,New England Risks Winter Blackouts as Gas Supplies Tighten,Business,Severe cold spells in the Northeast could reduce the amount of gas available to generate electricity as more of it is burned to heat homes.
2022-10-16,Winter’s Approach Raises Stakes in European Energy Crisis,Europe,"Europe’s scramble to wean itself off Russian natural gas faces its first big test in coming weeks, with falling temperatures expected to boost demand amid tight supplies and high prices."
2022-10-16,Higher Heating Bills Poised to Hit Households,Commodities,"Elevated prices for natural gas, heating oil, propane and electricity are colliding with forecasts for slightly colder temperatures."
2022-10-12,Looking for Answers to the Global Energy Crisis,PODCAST,"On a new episode of Free Expression, energy expert Daniel Yergin explains to Wall Street Journal Editor at Large Gerry Baker the turbulence in global energy markets, how the Biden administration’s confused policies on energy are undermining America’s energy security and says a rational mix of natural gas, oil, nuclear and renewables offers solutions to our long-term energy needs."
2022-10-11,Federal Officials Trade Stock in Companies Their Agencies Oversee,Capital Assets,"Hidden records show thousands of senior executive branch employees owned shares of companies whose fates were directly affected by their employers’ actions, a Wall Street Journal investigation found."
2022-10-07,EU Clash Could Slash Gas Prices,Heard on the Street,The political storm brewing in Europe could have a big impact on global natural-gas prices.
2022-10-06,Shell’s Slip Shows Oil and Gas Prices Aren’t Everything,Heard on the Street,The supermajor’s lower trading profits highlight that energy stocks offer an indirect link to commodity markets.
2022-10-06,Shell Braces for Profit Hit From Volatile Natural-Gas Prices,Business,"The London-based company said it expects its third-quarter earnings to be hit by lower refining margins along with “significantly lower” profit from trading gas, as a global scramble for energy supplies riles markets."
2022-10-05,Russia Resumes Gas Deliveries to Italy,Europe,"Russian gas giant Gazprom and its main Italian buyer, Eni, said a bureaucratic hurdle with Austrian authorities that had blocked supplies since Saturday had been resolved."
2022-10-05,High Gas Prices Cloud Asia’s Push for LNG,Asia,"Some emerging Asian countries are slashing imports of liquefied natural gas as competition, especially from Europe, grows for the fuel."
2022-10-04,"European Natural-Gas Crisis Will Last for Years, Traders Say",,
2022-10-03,China Is Rerouting U.S. Liquefied Natural Gas to Europe at a Big Profit,Gas Markets,The sluggish economy and high demand in Europe let Chinese energy companies benefit from high global prices.
2022-10-03,China Is Rerouting U.S. Liquefied Natural Gas to Europe,PODCAST,"Chinese companies that signed long-term contracts to buy U.S. liquefied natural gas are selling the excess and making hundreds of millions of dollars per cargo. Buyers include Europe, Japan and South Korea. WSJ reporter Sha Hua joins WSJ What’s News host Peter Grantiz with more."
2022-10-03,"Iran Cracks Down on Protests, Communications",PODCAST,"A.M. Edition for Oct. 3 Human rights groups say that at least 92 people have been killed in protests against hardline rule in Iran. Government figures are less than half that number. The government has cracked down on access to the internet, so protesters have resorted to simpler, older methods of spreading the word. WSJ reporter Benoit Faucon discusses where the protest movement may be headed. Plus, Chinese energy companies are selling excess natural gas to Europe. Peter Granitz hosts."
2022-09-30,Exxon CEO Warns Biden Administration Against Limiting Fuel Exports,Gas Markets,Exxon is arguing against the push to get energy companies to slow overseas shipments and stash more fuel in storage tanks.
2022-09-29,Australia Withdraws Threat of Gas-Export Curbs After Deal With Producers,Business,"Energy companies committed to direct more natural gas to Australian consumers when shortages flare, neutralizing a threat that the government would impose caps on exports to Asia and other major markets."
2022-09-28,"Oil-Patch Poll: Executives Predict Lower Crude Prices, More Expensive Natural Gas",,
2022-09-23,Opinion: Obama Led Germany Into Putin’s Energy Trap,Business World,America’s exciting new president inspired the world to junk carbon taxes in favor of green pork.
2022-09-21,Loans Are Cheaper Than Bonds for Some Highly Rated Companies,CFO Journal,"Some highly rated companies are turning to term loans instead of bonds for their financing needs, taking advantage of cheaper pricing as banks have been slower to adjust to rising interest rates than the credit markets."
2022-09-19,U.S. Natural Gas Output Hit a Record High,,
2022-09-18,Vladimir Putin’s Energy War With Europe Seems to Falter,Europe,"Russia cut natural-gas supplies to undermine European support for Ukraine, but the economic strategy is struggling."
2022-09-15,Cheniere CFO Aims for Investment-Grade Credit Rating as Natural-Gas Prices Soar,CFO Journal,The liquefied natural gas producer has paid down a portion of its debt as it benefits from surging energy prices. CFO Zach Davis hopes the company’s credit rating will notch higher within a year.
2022-09-15,Shell Names New CEO as Longtime Boss Steps Down,Business,"The company said Ben van Beurden would be replaced by Wael Sawan, marking the changing of the guard at one of the world’s biggest oil companies."
2022-09-09,Europe’s Energy Crunch Could Spark Flashbacks to the Eurozone Crisis,Heard on the Street,"EU leaders are scrambling to agree on collective action on energy prices, but a hasty compromise risks unintended consequences once again."
2022-09-09,Global Emissions Drop as China Burns Less Coal,PODCAST,A new report shows global emissions dropped about 1% in the first half of 2022. Wall Street Journal reporter Sha Hua joins WSJ What’s News host Luke Vargas to explain how a slowing Chinese economy and increased renewables use in the U.S. led to the drop.
2022-09-09,Global Emissions Drop as China Burns Less Coal,PODCAST,"A.M. Edition for Sept. 9. A new report shows global emissions dropped about 1% in the first half of 2022.  Wall Street Journal reporter Sha Hua explains how a slowing Chinese economy and increased use of renewables in the U.S. led to the drop. Plus, the U.K. awaits the first speech from King Charles III. Luke Vargas hosts."
2022-09-08,Coal Power Falls as Prices Soar and China Stumbles,World,"Global coal-fired power generation fell by 1.2% during the first half of 2022 from the same period last year, according to a report, as China’s economic slowdown and the impact of Russia’s invasion of Ukraine crimped demand."
2022-09-08,Rising Energy Costs Force Governments to Spend Big,PODCAST,"Russia has throttled natural-gas exports to Europe, and that has sent prices up. Wall Street Journal reporter Paul Hannon joins WSJ What’s News host Luke Vargas with more on what some European governments are doing to soften the blow."
2022-09-08,Rising Energy Costs Force Governments to Spend Big,PODCAST,"A.M. Edition for Sept. 8. Russia has throttled natural-gas exports to Europe, and that has sent prices up. Wall Street Journal reporter Paul Hannon explains what some European governments are doing to soften the blow. Plus, the NFL season begins as teams grow closer to the gambling industry. Luke Vargas hosts."
2022-09-02,Opinion: Russia’s Gazprom Brings an Early Winter to Europe,Review & Outlook,An ‘indefinite’ pipeline shutdown puts further pressure on political leaders to find energy alternatives.
2022-09-01,"America Could Face Its Own Gas Crisis, or Worsen Europe’s",Heard on the Street,"The summer heat is still lingering in the U.S., but a peek at domestic natural gas prices is a chilling reminder of the kind of price spikes that could surface during the winter."
2022-09-01,Ukraine Decries TotalEnergies’ Russia Dividend as ‘Blood Money’,Business,Advisers to Ukrainian President Volodymyr Zelensky suggest the French energy company reject the payment or redirect it to Ukrainian war victims.
2022-09-01,Europe’s Energy Crisis Threatens Glass Production,Europe,"European businesses as diverse as car makers, bottle manufacturers and skyscraper builders—not to mention artisanal glassblowers—are preparing for a possible glass shortage if the loss of Russian gas throttles production."
2022-08-30,Europe Braces for Russia Gas Disruption This Week—and Years of Higher Energy Prices Ahead,Europe,"As the Nord Stream natural-gas pipeline goes down again for maintenance, governments are preparing for the long-term impact of fuel scarcity."
2022-08-29,"Jerome Powell Speaks, Markets Take a Dive",PODCAST,"Did the Federal Reserve Chairman’s speech on Friday finally convince investors that the central bank means what it says about getting inflation back down to 2%? Plus, Europe faces a winter energy crisis, with implications for Ukraine and lessons for America."
2022-08-26,European Energy Rationing This Winter Is Looking Less Likely,Gas Markets,The economic war with Russia is likely to keep prices high and send growth into reverse but the specter of rationing is fading.
2022-08-26,TotalEnergies Sells Stake in Russian Gas Field,Europe,The oil giant’s move came after the French government said it would seek to clarify whether the project was helping to produce fuel for Russian military aircraft.
2022-08-24,Opinion: Russia’s Gas Threat Is a Bluff,Commentary,Its reputation and economy both depend on keeping the Nord Stream pipeline operational.
2022-08-23,U.S. Natural-Gas Prices Hit Shale-Era Highs,Markets,The 14-year highs reached this week by natural-gas futures show the unceasing demand for U.S. shale gas across the Atlantic—and likely point to higher prices ahead.
2022-08-23,"After Six Months of War in Ukraine, Momentum Tilts Against Russia",World,"Moscow retains a firepower advantage, but Kyiv is starting to take the initiative, while Western support for Ukraine is holding firm despite economic pain."
2022-08-22,Europe’s Natural-Gas Crunch Sparks Global Battle for Tankers,Markets,Charter rates and prices for new LNG tankers have surged as Europe looks for alternative natural-gas supplies after Russia squeezed flows.
