Timestamp,Title,Theme,Summary
"July 25, 2023 08:00 am ET",U.S. Allies in Asia Snub Natural Gas From Alaska Project,Asia,Potential buyers are concerned about the lack of major investment commitments by big U.S. energy companies in the $44 billion project.
"July 21, 2023 05:30 am ET",America’s Rise as Energy Export Powerhouse Hinges on One Town,Commodities,"Pipelines to Corpus Christi, Texas, are near capacity as U.S. oil production approaches records."
"July 20, 2023 02:56 pm ET",Why This Heat Isn’t Cranking Up Your Gas Bill,Gas Markets,"With a glut from the warm winter, the power-generation fuel costs 60% less than last summer."
"July 11, 2023 11:30 am ET",Japan Accuses Australia of Betrayal in Fight Over Natural-Gas Exports,World,"The two U.S. allies, normally close, are trading barbs after Canberra clamped down on carbon emissions."
"July 10, 2023 03:27 pm ET",Gov. Doug Burgum's Run for President,PODCAST,"On this episode of the Potomac Watch podcast, Paul Gigot speaks with North Dakota Governor and 2024 GOP Presidential candidate Doug Burgum about how energy policy failures led to the war in Ukraine, why a flat tax would make sense for Washington, if sanctions should continue on Russian oil, and why a Jan. 6 riot would not happen during a Burgum administration."
"June 28, 2023 03:47 pm ET",Cheaper Natural-Gas Prices in Store This Summer,Gas Markets,The fuel’s price has rallied but is much lower than a year ago.
"June 27, 2023 09:00 am ET",Australia Put a Lid on Rising Energy Prices. Some Warn It Was a Mistake.,Gas Markets,"Lawmakers say an experiment with price controls has helped consumers, but natural-gas producers argue it is stifling investment."
"June 11, 2023 11:47 am ET",CEO Takes Shell’s Pitch Direct to Wall Street,Business,Wael Sawan signals openness to more oil production in an effort to woo investors.
"May 26, 2023 09:00 am ET","Texas, a Clean-Energy Pioneer, Turns Against Renewables",Business,"The state welcomed wind and solar power for years, fueling rapid growth. Now Republicans want a rollback."
"May 24, 2023 09:02 am ET",Sudden Energy-Price Collapse Brings Economic Boon,Gas Markets,"After skyrocketing last year due to the Ukraine war, natural-gas prices are in retreat around the world. But the outlook isn’t entirely positive, as the drop is also a symptom of slowing activity."
"May 10, 2023 10:29 am ET",Executive’s Russian Ties Cause Stir at Italian Energy Company,Europe,"The nomination of Paolo Scaroni, an energy-industry veteran and ally of former Italian prime minister Silvio Berlusconi, drew sharp criticism because of his history of close business dealings with Russia."
"May 8, 2023 05:30 am ET",Shell and BP’s Hidden Spark,Heard on the Street,"The European companies’ energy traders generate huge profits, but investors are mostly in the dark."
"May 7, 2023 08:00 am ET",Good News for Your Utility Bills: Gas Producers Keep Drilling,Commodities,Continued flow of natural gas should ease electricity costs but it is risky for companies.
"April 27, 2023 10:09 am ET","Russian Oil Prices Surge, Put Sanctions to Test",PODCAST,Urals crude has bubbled from a low of $35 a barrel in January to close to the $60-a-barrel limit the U.S. and allies placed on most Russian crude exports. Wall Street Journal reporter Joe Wallace joins WSJ What’s News host Luke Vargas to explain why those price rises are putting pressure on the West’s ability to keep Russian oil on the market while still pinching the Kremlin’s revenue.
"April 27, 2023 06:44 am ET",Trans Rights Under Pressure in Two U.S. Statehouses,PODCAST,A.M. Edition for April 27. DOJ is suing Tennessee to block restrictions on transgender healthcare. And Montana bars a trans lawmaker from debate after she protested a similar bill. Plus Russian crude is nearing a $60 sanctions cap. Luke Vargas hosts.
"April 27, 2023 05:30 am ET",Europe Moves Toward Cutting a Last Source of Russian Energy,Europe,Steps to limit shipments of LNG from Russia could push up natural-gas prices.
"April 21, 2023 09:00 am ET",China Strikes Energy Deals as Its Clout Grows in Middle East,World,"For years, China has bought oil and gas from the Middle East. Now, Chinese companies are making big investments in parts of the energy infrastructure."
"April 18, 2023 05:12 am ET",Warren Buffett and Japan’s Trading Titans Would Be Formidable Allies,Heard on the Street,The Berkshire Hathaway head hinted in a recent interview that his interest in Japan’s trade giants goes beyond just holding their stocks.
"April 15, 2023 09:00 am ET",Fossil-Fuel Veterans Find Next Act With Green Hydrogen,Business,Executives see similarities between the nascent industry and the early days of liquefied natural gas.
"April 2, 2023 06:00 am ET","Japan Breaks With U.S. Allies, Buys Russian Oil Above Cap",Commodities,"Citing energy needs, Tokyo won legal exception to rules binding Group of Seven nations."
"March 15, 2023 07:56 am ET",Why Gas Bills Are Going Crazy—With No End in Sight,Gas Markets,"Supply challenges contributed to the most volatile year on record for natural gas prices, and the volatility isn’t slowing down."
"March 6, 2023 05:07 pm ET",Record U.S. Gas Exports Finding Their Way to Europe,PODCAST,"After Russia’s invasion of Ukraine, Moscow all but cut its flows of pipeline gas to Europe, its largest customer. Now, the continent is heating homes, generating electricity and powering factories with gas fracked from wells in the U.S, as the amount of LNG exports from the U.S. to Europe has reached record levels. Wall Street Journal reporter Benoît Morenne joins WSJ What’s News host Annmarie Fertoli to discuss the journey of the gas from the wells in the U.S. to regasification facilities in Europe."
"March 6, 2023 04:54 pm ET",Record U.S. Gas Exports Finding Their Way to Europe,PODCAST,"P.M. Edition for Mar. 6. After Russia’s invasion of Ukraine, Moscow all but cut its flows of pipeline gas to Europe, its largest customer. Now, the continent is heating homes, generating electricity and powering factories with gas fracked from wells in the U.S., as the amount of LNG exports from the U.S. to Europe has reached record levels. Reporter Benoît Morenne joins host Annmarie Fertoli to discuss the journey of the gas from the wells in the U.S. to regasification facilities in Europe."
"March 5, 2023 09:00 am ET",Energy Industry Wrestles Over Going Green Too Fast,Business,Climate issues and energy security are expected topics at a gathering of government officials and oil executives.
"March 3, 2023 08:38 am ET",How Gas From Texas Becomes Cooking Fuel in France,Business,"Following Russia’s invasion of Ukraine, Europe is importing U.S. natural gas like never before to heat homes, generate electricity and power factories."
"March 3, 2023 07:56 am ET",Abu Dhabi Gas IPO Raises $2.5 Billion,N/A,N/A
"February 26, 2023 09:54 am ET",Sanctions Net Widens to Catch Russia’s Middle East Shipping Company,Markets,"The measures targeted Sun Ship, a Dubai unit of the Russian state-owned tanker company that brings in 70% of Russia’s energy revenue."
"February 24, 2023 05:30 am ET",Peacetime Would Be a Black Swan Event For Energy,Heard on the Street,"Even if an end to the war in Ukraine isn’t imminent, energy producers need to consider the possibility before they invest in long-term projects."
"February 23, 2023 03:35 pm ET","Natural-Gas Prices Plunge, and Drillers Dial Back",Gas Markets,"Prices for the fuel are down more than 65% since mid-December, and U.S. inventories have flipped to an unseasonable surplus."
"February 22, 2023 06:58 am ET",How Hybrid Work Is Changing Offices of the Future,The Future of Everything,Architects and real-estate developers are pioneering concepts to entice workers who will permanently split their time between home and office. Here are the innovations you’ll see in coming years.
"February 17, 2023 05:59 am ET",Abu Dhabi to Sell 4% of Natural-Gas Business in IPO,Finance,The national energy company hopes to raise $2 billion from the sale and comes as Middle East energy producers ramp up plans to supply Europe.
"February 17, 2023 05:53 am ET",Turkey Earthquake Challenges Erdogan Ahead of Elections,PODCAST,"A.M. Edition for Feb. 17. Even before last week’s earthquake, Turkish President Recep Tayyip Erdogan was facing public discontent over the state of the economy. WSJ reporters Jared Malsin and Daniella Cheslow in Adana, Turkey, detail the added challenges Mr. Erdogan now confronts as he contends with mass displacement, economic damage and tensions amid a call to postpone national elections. Plus, why shares of aircraft lessors are taking off. Luke Vargas hosts."
"February 11, 2023 10:00 am ET",Natural Gas: Fasten Your Seat Belts,Heard on the Street,The buffers that keep America’s natural-gas price fluctuations at bay are eroding.
"February 9, 2023 08:40 am ET",BP Reconsiders Renewables Amid High Oil Prices,PODCAST,Oil major BP is slowing its transition to renewable and lower-carbon energy amid record profits. Wall Street Journal senior European energy correspondent Jenny Strasburg joins WSJ What’s News host Peter Granitz and explains what that means for the broader energy transition.
"February 9, 2023 06:07 am ET",BP Reconsiders Renewables Amid High Oil Prices,PODCAST,"A.M. Edition for Feb. 9. Oil major BP is slowing its transition to renewable and lower-carbon energy amid record profits. Wall Street Journal senior European energy correspondent Jenny Strasburg explains what that means for the broader energy transition. Plus,the stock market rally of 2023 is showing wider breadth. Peter Granitz hosts."
"February 6, 2023 10:00 am ET",Methanol Takes Lead in Shipping’s Quest for Green Fuel,Journal Reports: Energy,"A successful shift to methanol, however, will require billions of dollars of investments in new ships and fueling infrastructure, as well as lower prices for methanol."
"February 3, 2023 03:36 pm ET",Caribbean Seeks Venezuelan Energy as Sanctions Ease,Latin America,Countries coping with high energy costs are turning to Venezuela as the U.S. relaxes curbs that have kept its supplies off limits for years.
"February 2, 2023 07:41 am ET","Shell Posts $42 Billion Profit, Adding to Industry’s Record Haul",Earnings,"Shell became the latest oil giant to post a record annual profit last year, joining U.S. peers in surging back from early pandemic losses on soaring energy prices."
"January 24, 2023 08:56 am ET",European Natural-Gas Prices Tumble After Freeport LNG Requests Restart,N/A,N/A
"January 19, 2023 10:05 am ET",Liquefied Natural Gas Will Have a Less Frenzied 2023,Heard on the Street,"China’s reopening makes a further slide in LNG prices unlikely, but it won’t necessarily supercharge prices again either."
"January 19, 2023 10:00 am ET",What Does the Future Hold for Natural Gas?,Journal Reports: Energy,"Its reputation as being reliable and abundant has taken a hit from Europe’s energy crisis, and concerns about its environmental impact are growing."
"January 18, 2023 03:31 pm ET",Natural Gas Tumbles To Fresh Low,N/A,N/A
"January 18, 2023 11:17 am ET","German Chancellor Praises Ukraine’s Resistance, Warns Against Economic Protectionism",Davos,"Russia has failed to reach its goals, and the war has made the West more resilient and accelerated the decarbonization of its economies, German Chancellor Olaf Scholz said at the World Economic Forum."
"January 14, 2023 07:18 am ET",How Europe Escaped a Looming Energy Crisis,Europe,"The worst-case scenario has been averted through conservation by consumers, mild temperatures and a scramble to create more gas supplies."
"January 12, 2023 06:30 am ET",EIG Bets Big on Rising Demand for Liquefied Natural Gas,Pro PE Industry News,"EIG Global Energy Partners is one of the few private-equity firms still investing billions of dollars in fossil fuel-related assets, as it bets on continued global demand for liquefied natural gas before the world can fully rely on renewable energy."
"January 10, 2023 05:55 pm ET",Why U.S. Oil and Gas Are Booming Again,PODCAST,Domestic production of oil and gas are near record levels. So what’s fueling the fossil fuel boom? And will it last? Wall Street Journal reporter Benoît Morenne joins WSJ What's News host Annmarie Fertoli to discuss.
"January 10, 2023 05:14 pm ET",Why U.S. Oil and Gas Are Booming Again,PODCAST,P.M. Edition for Jan. 10. Domestic production of oil and gas are near record levels. So what’s fueling the fossil fuel boom? And will it last? Reporter Benoît Morenne joins host Annmarie Fertoli to discuss.
"January 10, 2023 10:03 am ET",Oil and Gas Are Back and Booming,U.S.,"The Haynesville basin in Louisiana and Texas is humming with drillers. Among them is Chesapeake, a fracking pioneer that was in bankruptcy just two years ago."
"January 10, 2023 07:00 am ET",Made in the U.S.A.: Natural-Gas Prices,Heard on the Street,U.S. natural-gas prices took on European color last year. Warm weather and ample storage is bringing prices down to reflect local realities.
"January 9, 2023 07:58 am ET",Energy Bulls Are Getting Paid to Stay Calm,Heard on the Street,Oil and gas stocks are holding steady despite weaker energy prices. Lavish share buybacks may be one reason.
"January 4, 2023 04:37 pm ET",Natural Gas Plunges as Warm Weather Is Forecast,Gas Markets,Warm weather and ample supplies of natural gas have pushed prices down more than 50% since the summer to about what they cost a year ago.
"January 4, 2023 09:31 am ET","Exxon, Chevron Retreat From Big International Projects",PODCAST,"Fossil-fuel giants Exxon and Chevron plan to spend most of their annual budgets in the U.S., Argentina and Canada this year. Wall Street Journal markets reporter Joe Wallace joins WSJ What’s News host Luke Vargas to explain why the two largest U.S. oil companies decided to focus on oil projects in the Americas."
"January 4, 2023 05:38 am ET",Google and Meta's Digital-Ad Duopoly Fades,PODCAST,"A.M. Edition for Jan 4. For the first time in nearly a decade, the two largest players in online advertising are no longer raking in the majority of U.S. digital-ad dollars, a decline that industry insiders expect to continue in years to come. WSJ digital-advertising reporter Patience Haggin explains why Google and Meta’s dominance is fading and how TikTok and streaming platforms are shaking up the industry. Luke Vargas hosts."
"January 3, 2023 08:24 am ET","German Facility, Built at Breakneck Speed, Accepts LNG From U.S.",Europe,"The shipment arrived at the import terminal for liquefied natural gas in the port town of Wilhelmshaven, a facility that was built in less than a year to help Germany avert an energy shortage."
"December 27, 2022 04:26 pm ET",Who's to Blame for Christmas Blackouts?,PODCAST,"A brutal winter storm puts the U.S. power grid to the test, as natural gas is diverted to heating, forcing utilities to beg for customers to turn off lights and appliances. Plus, while sales of electric vehicles are on the rise, studies show that their range falls precipitously when the temperature drops."
"December 27, 2022 09:14 am ET",Japanese Companies Reach Natural-Gas Deals,Asia,Japanese companies said they reached deals with Omani and U.S. producers for mid- to long-term supplies of liquefied natural gas.
"December 26, 2022 10:54 am ET","Russia’s Gas Production, Exports Shrink Under Sanctions Pressure",Russia,"Western import bans and price caps have battered foreign demand, but their exact impact is unclear because Moscow stopped posting trade data."
"December 22, 2022 06:00 am ET",Startup Plans to Make Synthetic Natural Gas With Green Hydrogen,Sustainable Business,Tree Energy Solutions is building a hydrogen hub in Germany.
"December 22, 2022 05:30 am ET",Shipping Industry Balks at Green Energy Transition,Business,"Shipowners are placing orders for greener vessels but are deterred by limited supplies of alternative fuels, high costs and the long route to meeting emissions targets."
"December 20, 2022 05:00 pm ET",Heard on the Street Recap: May Way for the BOJ,N/A,N/A
"December 19, 2022 06:05 pm ET",European Energy Ministers Agree to Natural-Gas Price Cap,Europe,"Russia’s invasion of Ukraine has sent prices for the fuel soaring across the continent, spurring the emergency measure."
"December 19, 2022 07:02 am ET","Italy Found a Fix for Its Gas Crisis, but Locals Are Resisting",Europe,A town in Tuscany is fighting against an LNG terminal that Italy says is urgently needed as part of Europe’s efforts to replace Russian energy.
"December 18, 2022 01:19 pm ET",Qatar Warns Brussels Bribery Allegations Could Hurt Energy Talks With Europe,World,The Persian Gulf kingdom is one of Europe’s best hopes for weaning itself off Russian natural gas.
"December 15, 2022 05:52 pm ET",Central Banks Slow Pace of Rate Hikes But Give Diverging Outlooks,PODCAST,"The Federal Reserve, European Central Bank and Bank of England all raised interest rates half a percentage point this week. But the central banks are offering diverging outlooks for the path ahead. Wall Street Journal reporter Paul Hannon joins WSJ What's News host Annmarie Fertoli to discuss."
"December 15, 2022 04:43 pm ET",Central Banks Slow Pace of Rate Hikes But Give Diverging Outlooks,PODCAST,"P.M. Edition for Dec. 15. The Federal Reserve, European Central Bank and Bank of England all raised interest rates half a percentage point this week. But the central banks are offering diverging outlooks for the path ahead. Reporter Paul Hannon joins host Annmarie Fertoli to discuss."
"December 15, 2022 07:00 am ET",Europe Can’t Afford to Name Its Gas Price,Heard on the Street,Supply of liquefied natural gas will be tight next year. Plans to cap how much the European Union pays are becoming riskier as China lifts Covid restrictions.
"December 9, 2022 04:19 pm ET",How Exxon Mobil’s CEO Views Energy Shortages and Increasing Profits,Journal Reports: Leadership,Darren Woods also talks about why the company is steering clear of renewables
"December 9, 2022 02:46 pm ET",Opinion: SEC Rule Aims to Make Every Company a Climate Company,Best of the Web,What happened to informing investors about relevant financial risks?
"December 9, 2022 06:43 am ET",TotalEnergies to Take $3.7 Billion Write-Down on Novatek Stake,Business,"The French energy giant also withdrew its directors from the Russian gas producer’s board, as part of its efforts to scale back business in Russia following the invasion of Ukraine."
"December 8, 2022 02:53 pm ET",Opinion: America Can Do More for Its Allies—and Itself,Letters,"Europe and Japan need gas, but we won’t produce more of it."
"December 8, 2022 10:33 am ET",The Five-Year Engineering Feat Germany Pulled Off in Months,Europe,"Europe is racing to build natural-gas facilities to keep its economy afloat. If it fails to shore up its energy grid, governments might have to ration fuel this winter. “This project is really a race against time,” said one manager."
"December 7, 2022 09:45 am ET",WSJ Video: Natural-Gas Prices Swing in Unseasonable Slump,N/A,N/A
"December 6, 2022 04:13 pm ET",Natural-Gas Prices Swing Again in Unseasonal Slump,Gas Markets,Mild weather and an outage at a liquefied-natural-gas export facility have pressured prices for the heating and power-generation fuel.
"December 6, 2022 10:00 am ET",How the Century-Old Jones Act Affects Today's Home-Heating Prices,N/A,"The maritime law aimed to prop up U.S. industry after World War I, but its limitations result in higher prices for shipments, including home heating oil and natural gas, critics say"
"December 4, 2022 04:41 pm ET",Opinion: How Japan Can Avoid Europe’s Energy Mistakes,Commentary,"The U.S. is ready to help Tokyo on innovation, efficiency, nuclear power and natural gas."
"December 4, 2022 09:44 am ET",Japan Looks to Build Buffer of Natural Gas in Case of Supply Crunch,Asia,Russia’s move to decrease gas deliveries to Europe prompts Tokyo to rethink policy.
"December 1, 2022 06:09 am ET",The New Battleships in Europe’s Energy War Are in Short Supply,Heard on the Street,The world’s tiny fleet of floating storage and regasification vessels is suddenly in high demand as the EU rushes to import more LNG.
"November 29, 2022 06:09 am ET",Biden Calls on Congress to Pass Legislation to Avert Rail Shutdown,PODCAST,Qatar In Limited Natural Gas Supply Deal With Germany. Private-equity firm TPG has recruited former Wall Street power broker Tom Montag to launch a carbon-credit business. Kate Bullivant hosts.
"November 29, 2022 06:02 am ET",China’s Belt and Road Initiative Meets Resistance in the Developing World,PODCAST,A.M. Edition for Nov. 29. China’s Belt and Road Initiative has seen Beijing spend billions of dollars across the developing world in order to expand its influence. But WSJ correspondent Saeed Shah says Beijing is now being forced to contend with a host of problems from corruption to political instability and violence in the countries where it operates. Luke Vargas hosts.
"November 29, 2022 05:56 am ET",Qatar Signs Limited Natural-Gas Supply Deal With Germany,Business,The agreement will help Berlin diversify supplies but falls far short of the amounts needed to replace missing Russian natural gas.
"November 26, 2022 05:30 am ET",U.S. Natural-Gas Pioneer Struggles in His Second Act,Business,"Charif Souki played a starring role in transforming America into an energy powerhouse, but his second attempt at exporting natural gas is foundering."
"November 25, 2022 10:25 am ET","Fearing Sabotage, Europe Patrols Pipelines With Mine Hunters and Unmanned Subs",Europe,"The destruction of Nord Stream pipelines in September alarmed security forces across EU. “The Ukraine war, and especially the Nord Stream explosions, were a wake-up call,” said a commander at the Danish navy."
"November 25, 2022 07:33 am ET","Global Economy Slows, but Hopes Rise of Avoiding Deep 2023 Slump",PODCAST,"Economists are projecting a weak start to 2023 for the global economy, but those forecasts are not as bleak as economists previously feared. Wall Street Journal reporter Paul Hannon joins WSJ What’s News host Luke Vargas to explain why new data suggests slumps in the U.S. and Europe are forecast to be relatively short and how much stock to put in economists’ projections in the first place."
"November 25, 2022 06:04 am ET","Global Economy Slows, but Hopes Rise of Avoiding Deep 2023 Slump",PODCAST,"A.M. Edition for Nov. 25. Economists are projecting a weak start to 2023 for the global economy, but those forecasts are not as bleak as economists previously feared. Wall Street Journal reporter Paul Hannon explains why new data suggests slumps in the U.S. and Europe are forecast to be relatively short and how much stock to put in economists’ projections in the first place. Luke Vargas hosts."
"November 22, 2022 05:00 am ET","ECB Must Narrow Rate Gap With Fed, OECD Says",Economy,"While there have been some recent signs that these rates are at or close to their peaks, the Paris-based research group said inflation is unlikely to fall back quickly to the 2% level targeted by many central banks."
"November 21, 2022 06:25 pm ET","Fuel Prices Have Come Down Some, But Winter Heating Bills Will Probably Rise",N/A,"Colder weather, higher prices and tight supply a pose the threat of a miserable winter for consumers"
"November 20, 2022 07:00 am ET",Race to Secure Gas for Europe’s Future Winters Has Already Begun,Commodities,"Some companies are weighing U.S. LNG deals, but talks have hit hurdles because of climate goals and pricing."
"November 17, 2022 07:51 am ET",Europe Needs Luck to Escape the Worst of Gas Crisis,Heard on the Street,"The European Union has stored enough gas to get through this winter. Ideally, tanks would still be around 40% full in the spring to be in a similar position next fall."
"November 17, 2022 07:03 am ET",Egypt Dims the Lights to Free Up More Gas for Europe,Middle East,The country is cutting back on its domestic energy use so it can sell more gas and help tackle its economic crisis.
"November 16, 2022 09:31 am ET","Opinion: GOP Legislative Agenda Is Too Little, Too Late",Letters,Sen. Mitt Romney has yet to be disabused of his political naivete on entitlement reform.
"November 12, 2022 12:00 am ET",The U.S. Electric System Asks Customers for Help Avoiding Blackouts,Business,"As the grid becomes more unstable, officials are compensating industrial and residential customers to curb usage during times of peak stress."
"November 11, 2022 05:17 pm ET",Twitter Spoof Sank Natural Gas Prices,N/A,N/A
"November 9, 2022 06:37 pm ET",Origin Energy Gets $10 Billion Takeover Bid,Business,Major retailer of electricity and gas in Australia gets a takeover proposal worth around $10 billion from a consortium led by Brookfield Asset Management.
"November 6, 2022 04:21 pm ET",Opinion: Supply-Side Steps to End Putin’s Economic War,Commentary,The most urgent policy shift is to promote energy production domestically and by reliable partners.
"November 4, 2022 05:30 am ET",Why Natural Gas Tankers Are Lining Up Off Europe's Coast,VIDEO,"Tankers carrying liquefied natural gas are floating off Europe's coast, waiting for the price of the fuel to rise. WSJ’s Joe Wallace explains how the tankers are Europe’s attempt to address the energy shortage and what it might mean for the continent this winter. Photo Illustration: Alexander Hotz/WSJ"
"November 3, 2022 10:36 am ET",Sempra Infrastructure to Build New U.S. LNG Plant,Gas Markets,"The project is the first phase of Port Arthur LNG, a roughly $10.5 billion export facility in Texas that would start delivering cargoes around 2027, potentially adding much-needed supplies of liquefied gas to global markets."
"November 3, 2022 08:17 am ET","Europe Risks Huge Gas Shortfall Next Summer, IEA Warns",Business,"Governments in Europe must take further steps to limit its gas demand this winter or face a worsening energy crisis next year, the International Energy Agency warned."
"October 31, 2022 09:15 am ET",Colder Winter in Europe Could Mean Higher Natural-Gas Demand,Europe,"Colder weather conditions this winter could add pressure on governments and companies managing the continent’s supply of natural gas, just as they try to pivot away from their reliance on Russia."
"October 30, 2022 07:00 am ET",Natural-Gas Prices Have Plunged Into Autumn,Gas Markets,A big driver of inflation is down more than 40% in two months as U.S. inventories have swelled since air-conditioning season.
"October 28, 2022 01:01 pm ET","Exxon, Chevron Investors Risk Altitude Sickness",Heard on the Street,"U.S. major oil companies had another standout quarter:  Combined, Exxon and Chevron reported nearly $31 billion in profits."
"October 26, 2022 01:15 pm ET","Europe, Once Fearing Gas Rationing, Has a Glut",Commodities,"Prices for natural gas have tumbled more than 70% from their late-August high, thanks in part to a burst of warm weather."
"October 25, 2022 12:25 pm ET",EU Seeks Quick Deal on Energy Price Interventions,Europe,The European Union wants to reach a deal within weeks on a set of market interventions to tackle the painfully high energy bills resulting from Russia’s economic war with the West.
"October 24, 2022 08:18 am ET",Is Another Gas Glut on The Horizon?,Heard on the Street,"High prices have prompted investment in new LNG supply, but it could all be too much if Russian gas finds a route back to market or buyers succeed in cutting their demand."
"October 24, 2022 05:46 am ET",The Hidden Corner of the Energy Market Where Russian Exports to Europe Are Booming,World,"While Russia has throttled its pipeline gas, its exports of liquefied natural gas to Europe are growing rapidly."
"October 21, 2022 09:33 am ET",LNG Shipping Prices Skyrocket as Russia Disrupts Fuel Supplies,PODCAST,"Daily freight rates to ship liquefied natural gas are at a record high, with prices expected to climb further as winter approaches. Wall Street Journal senior reporter Costas Paris joins WSJ What’s News host Luke Vargas to explain why a lack of gas terminals in Europe and the use of around half of the LNG fleet as floating storage are keeping prices elevated."
"October 21, 2022 08:14 am ET",Europe’s Energy Shock Spurs Rethink of Liberalized Gas Markets,Gas Markets,"Rocked by its biggest energy shock since the 1970s, Europe is unpicking parts of a two-decade endeavor to foster a competitive market in natural gas."
"October 21, 2022 06:01 am ET",LNG Shipping Prices Skyrocket as Russia Disrupts Fuel Supplies,PODCAST,"A.M. Edition for Oct. 21. Daily freight rates to ship liquefied natural gas are at a record high, with prices expected to climb further as winter approaches. Wall Street Journal senior reporter Costas Paris explains why a lack of gas terminals in Europe and the use of around half of the LNG fleet as floating storage are keeping prices elevated. Luke Vargas hosts."
"October 21, 2022 05:33 am ET",Long-Term Deals Help Japan Secure Ample Gas,Gas Markets,"Japan imports nearly all of its natural gas and, despite the worst energy crisis in many years, it isn’t facing shortages or out-of-control prices."
"October 20, 2022 06:35 am ET",Tankers Line Up Off Europe’s Coast Waiting for Gas Prices to Rise Again,Commodities,"Dozens of ships laden with natural gas are floating off the coast of Europe, many of them waiting for berths to unload as the continent races to top up storage ahead of a winter without Russian gas."
"October 19, 2022 02:41 pm ET",Opinion: What’s the Return on Biden’s EV Investment?,Letters,"Will the global climate have been improved at all by the improvement of carbon emissions within America? If so, by how much?"
"October 19, 2022 09:15 am ET",Flooding in Nigeria Uproots Millions and Severs Gas Production,Africa,The flooding has aggravated fuel and food shortages across Africa’s most populous nation and could affect gas exports to Europe.
"October 19, 2022 05:33 am ET","LNG Freight Rates Hit $450,000 a Day as Russia Disrupts Fuel Supplies",Business,Ships carrying liquefied natural gas command record prices as Asia and Europe spur high demand.
"October 18, 2022 06:37 pm ET",Opinion: Get Ready for the Big Chill,Review & Outlook,"The price of heating fuel will soar this winter, thanks to climate policies."
"October 17, 2022 02:35 pm ET",New England Risks Winter Blackouts as Gas Supplies Tighten,Business,Severe cold spells in the Northeast could reduce the amount of gas available to generate electricity as more of it is burned to heat homes.
"October 16, 2022 01:48 pm ET",Winter’s Approach Raises Stakes in European Energy Crisis,Europe,"Europe’s scramble to wean itself off Russian natural gas faces its first big test in coming weeks, with falling temperatures expected to boost demand amid tight supplies and high prices."
"October 16, 2022 05:30 am ET",Higher Heating Bills Poised to Hit Households,Commodities,"Elevated prices for natural gas, heating oil, propane and electricity are colliding with forecasts for slightly colder temperatures."
"October 12, 2022 08:11 pm ET",Looking for Answers to the Global Energy Crisis,PODCAST,"On a new episode of Free Expression, energy expert Daniel Yergin explains to Wall Street Journal Editor at Large Gerry Baker the turbulence in global energy markets, how the Biden administration’s confused policies on energy are undermining America’s energy security and says a rational mix of natural gas, oil, nuclear and renewables offers solutions to our long-term energy needs."
"October 11, 2022 08:00 am ET",Federal Officials Trade Stock in Companies Their Agencies Oversee,Capital Assets,"Hidden records show thousands of senior executive branch employees owned shares of companies whose fates were directly affected by their employers’ actions, a Wall Street Journal investigation found."
"October 7, 2022 06:35 am ET",EU Clash Could Slash Gas Prices,Heard on the Street,The political storm brewing in Europe could have a big impact on global natural-gas prices.
"October 6, 2022 12:10 pm ET",Shell’s Slip Shows Oil and Gas Prices Aren’t Everything,Heard on the Street,The supermajor’s lower trading profits highlight that energy stocks offer an indirect link to commodity markets.
"October 6, 2022 09:21 am ET",Shell Braces for Profit Hit From Volatile Natural-Gas Prices,Business,"The London-based company said it expects its third-quarter earnings to be hit by lower refining margins along with “significantly lower” profit from trading gas, as a global scramble for energy supplies riles markets."
"October 5, 2022 07:39 am ET",Russia Resumes Gas Deliveries to Italy,Europe,"Russian gas giant Gazprom and its main Italian buyer, Eni, said a bureaucratic hurdle with Austrian authorities that had blocked supplies since Saturday had been resolved."
"October 5, 2022 07:18 am ET",High Gas Prices Cloud Asia’s Push for LNG,Asia,"Some emerging Asian countries are slashing imports of liquefied natural gas as competition, especially from Europe, grows for the fuel."
"October 4, 2022 11:00 am ET","European Natural-Gas Crisis Will Last for Years, Traders Say",N/A,N/A
"October 3, 2022 01:27 pm ET",China Is Rerouting U.S. Liquefied Natural Gas to Europe at a Big Profit,Gas Markets,The sluggish economy and high demand in Europe let Chinese energy companies benefit from high global prices.
"October 3, 2022 09:19 am ET",China Is Rerouting U.S. Liquefied Natural Gas to Europe,PODCAST,"Chinese companies that signed long-term contracts to buy U.S. liquefied natural gas are selling the excess and making hundreds of millions of dollars per cargo. Buyers include Europe, Japan and South Korea. WSJ reporter Sha Hua joins WSJ What’s News host Peter Grantiz with more."
"October 3, 2022 06:11 am ET","Iran Cracks Down on Protests, Communications",PODCAST,"A.M. Edition for Oct. 3 Human rights groups say that at least 92 people have been killed in protests against hardline rule in Iran. Government figures are less than half that number. The government has cracked down on access to the internet, so protesters have resorted to simpler, older methods of spreading the word. WSJ reporter Benoit Faucon discusses where the protest movement may be headed. Plus, Chinese energy companies are selling excess natural gas to Europe. Peter Granitz hosts."
"September 30, 2022 08:45 pm ET",Exxon CEO Warns Biden Administration Against Limiting Fuel Exports,Gas Markets,Exxon is arguing against the push to get energy companies to slow overseas shipments and stash more fuel in storage tanks.
"September 29, 2022 05:09 am ET",Australia Withdraws Threat of Gas-Export Curbs After Deal With Producers,Business,"Energy companies committed to direct more natural gas to Australian consumers when shortages flare, neutralizing a threat that the government would impose caps on exports to Asia and other major markets."
