date,title,summary,price,vol_annual
2022-04-04,(1) Tailwater Capital’s Herring Sees Promise in ‘Gasification’ of the Economy (2) Ukraine War Drives Countries to Embrace Renewable Energy—but Not Yet ,"(1) The private-equity firm is betting natural gas will become increasingly important for facilitating the transition to clean-energy sources (2) Many nations are speeding up plans to transition to green energy, such as wind and solar power, in their quest to replace Russian supplies. In the near term, they’re leaning even more on oil, gas and coal. ",33.473,11.747013269755804
2022-04-07,"(1) Shell Warns of Up to $5 Billion Hit From Russia Exit (2) Frontline, Euronav Merge to Create Tanker Giant in $4.2 Billion Stock Deal ","(1) The first-quarter accounting charges follow the oil major’s decision to sever ties with Russia in response to the invasion of Ukraine. (2) Two of shipping’s biggest names agreed to merge, in a move that would create one of the world’s biggest tanker owners. ",30.718,11.628677797179517
2022-04-08,Europe Debates How to Cut Purchases of Russian Oil,European Union officials are seeking to make oil the focus of the bloc’s next set of economic measures against Russia over its invasion of Ukraine.,31.443,11.58745381479793
2022-04-12,"Chaotic Trading in Energy, Metals and Food Spills Into Real World","Wild swings in commodity futures markets complicate business for those who use raw materials and filter into higher prices for consumers. Traders are stepping away from the risky market, creating even more volatility.",29.72,11.49722639817393
2022-04-22,Sanctions Strand Russia-Bound Luxury Cars,Thousands of vehicles are stuck at a Belgium port as customs officials navigate what can be shipped to Russia. ‘It will take months to clear.’,26.3,11.164461124972142
2022-04-27,(1) Russian Gas Stoppages Spur Europe’s Race for Energy Supplies (2) Russian Supply Concerns Drive Natural-Gas Prices Higher (3) France’s Total Takes $4.1 Billion Charge Owing to Russia Sanctions ,"(1) European officials denounced Russia’s move to halt gas to Poland and Bulgaria, which threatens the continent’s energy supply. (2) The stoppage of Russian exports to Poland and Bulgaria stirs investors’ anxieties about further global supply strains (3) The energy giant said Western sanctions would affect an Arctic natural-gas project that had been expected to launch in 2023. ",26.2,11.01321850615387
2022-04-28,"(1) Natural-Gas Producers: In Thin Air (2) As Europe Thirsts for Natural Gas, U.S., EU Signal Support for Long-Term Deals ","(1) Geopolitical risks are pushing natural-gas prices, and producer stocks, to the stratosphere. (2) With Russia moving to pinch natural gas supplies to parts of Europe, U.S. and European Union officials are indicating that they are more open to longer-term deals to ship American fuel across the Atlantic. ",22.225,10.964691412328104
2022-04-29,U.S. Gas Producers Under Pressure as Russia Cuts Off Supplies in Europe,"As Europe races to wean itself off Russian energy, American natural-gas producers are struggling to meet the demand and prices are rising. Factors including extreme weather and equipment needs have created a bottleneck amid the war in Ukraine. Illustration: Laura Kammermann and Sharon Shi",21.9,10.917131876645405
2022-05-04,(1) Europe Scrambles for Energy Before Cutting Itself Off From Russia (2) EU Proposes Ban on Russian Oil Imports ,"(1) The region is racing to stock up on oil and natural gas before tighter sanctions are imposed on Russian energy, amid a dash to reorganize global energy supplies. (2) The European Union proposed a ban on Russian crude within six months and is set to impose sanctions on Russian military officials accused of war crimes. ",23.425,10.86999594579294
2022-05-05,Shell Takes $3.9 Billion Charge Related to Russia Exit,The oil major is the latest energy giant to document a financial hit from exiting the country following its invasion of Ukraine.,23.703,10.823321329253185
2022-05-09,Activist Investor Third Point Continues Push for Shell to Restructure,The hedge fund has told clients it has added to its profitable position in the energy giant.,20.2,10.73359914864855
2022-05-11,Ukraine Reduced Russian Gas Flowing to Europe Through Key Pipeline,"Ukraine reduced flows of Russian natural gas through its territory to Europe, introducing a new threat to the energy security of a continent already racing to sever its dependence on Russian fossil fuels.",21.772,10.648388034483276
2022-05-12,Russian Tanker Giant in Deals to Sell Ships Amid Western Sanctions,"Buyers in Middle East and Asia, including Koban Shipping and Eastern Pacific Shipping, have agreed to acquire vessels to haul crude oil and natural gas.",23.197,10.603374176701196
2022-05-13,Europe’s Gas Market Is Still Counting on Russian Supplies,"Russia has reliably provided gas to Western Europe for decades, but the risk of a cutoff keeps rising.",21.422,10.560041241578666
2022-05-17,How Germany Is Racing to Sever Dependence on Russian Energy,Europe’s largest economy is scrambling to find new suppliers and invest billions in infrastructure to reverse decades of policy in weeks; business leaders warn of a financial crisis from higher energy prices.,20.075,10.51953641472608
2022-05-25,"(1) New U.S. Gas-Export Plant Gets Green Light as Europe Thirsts for LNG (2) Ukraine War Threatens Transition to Cleaner Energy, Leaders Warn at Davos ","(1) Natural-gas exporter Venture Global LNG said it would build a new, multibillion-dollar liquefied natural gas export facility in Louisiana, as demand for U.S. gas exports surges in Europe following Russia’s invasion of Ukraine. (2) While fossil fuel investments may be needed as Europe seeks to reduce Russian supplies, longer investments could derail climate goals, some say. ",23.108,10.243974842539965
2022-05-26,(1) Europe’s Quest for Alternatives to Russian Gas Hits Obstacles (2) Natural Gas Surges as Cooling Season Switches On ,"(1) Europe is hitting roadblocks as it tries to replace Russian gas in the Middle East and North Africa, as talks with big producers like Qatar, Algeria and Libya have become complicated. (2) The fuel has tripled over the past year to the highest level since 2008, which was before frackers flooded the market with shale gas. ",24.338,10.194976375218566
2022-06-03,The End of Energy Free Trade,"Welcome to a new era in oil and gas, prompted by Western sanctions against Russia, that gives geopolitics an edge over market forces.",23.543,9.906073035692591
2022-06-08,(1) Japan Halts Loans to Russian Gas-Export Plant (2) Stocks Slip Amid Concerns of an Economic Slowdown ,(1) A $21 billion natural-gas export plant under construction in Siberia suffered another setback when a Japanese government-owned bank said it has suspended loans to the project. (2) U.S. stocks fell as investors parsed an ambivalent outlook for the global economy and awaited key data about inflation. ,21.792,9.768171450121775
2022-06-09,Natural-Gas Prices Swing After Fire in Texas and New Inventory Data,"Prices were buoyed by data showing little progress has been made in boosting domestic gas inventories, after a sharp decline that followed a fire at a Texas fuel-export facility.",23.486,9.72425994980748
2022-06-13,"(1) Without Cheap Russian Energy, Some European Factories Must Close (2) France’s Total Joins Qatar as First Foreign Partner in $30 Billion LNG Project (3) LNG Prices Will Steam Up Again ","(1) Industrial energy costs are soaring in the wake of Russia’s war on Ukraine, hobbling European manufacturers’ ability to compete in the global marketplace. (2) Qatar tapped French oil giant TotalEnergies as its first foreign partner in a $30 billion liquefied natural gas project, as the Persian Gulf emirate pledges to help Europe secure new supplies of gas as it weans itself off Russian energy. (3) Prices of the fuel have mostly trended lower since hitting highs this past spring. But that is unlikely to last in a fragile market. ",22.543,9.641047042636949
2022-06-14,(1) Natural-Gas Prices Plunge After Extended Outage at Texas LNG Facility (2) BP Bets Big on Giant ‘Green Hydrogen’ Project in Australia ,"(1) One of the biggest U.S. LNG exporters said fire damage will prevent it from returning to full capacity until late this year. (2) The oil major is taking the lead on one of the world’s biggest projects to produce the alternative fuel, which is in growing demand due to climate change but remains uneconomical. ",24.1,9.597560458002912
2022-06-15,(1) Natural Gas Could Start to Melt United Front Against Russia (2) EU Moves to Wean Itself off Russian Natural Gas With Deal (3) European Natural-Gas Prices Jump as Russia Cuts Supplies Again ,"(1) With storage levels low and geopolitical risks running high, it isn’t taking much for natural-gas prices to swing wildly. (2) The European Union’s agreement with Israel and Egypt to boost shipments taps into the natural-gas riches of the eastern Mediterranean as it races to secure alternatives to Russian energy. (3) Europe’s options for filling its natural-gas stores to avoid a winter energy crisis are narrowing as flows from Russia decrease and U.S. shipments are poised to stall, sending gas prices higher. ",28.927,9.552858348295038
2022-06-16,"(1) High U.S. Fuel Exports Are Contributing to $5-a-Gallon Gas (2) Central Bankers Could Derail the Rally in Oil and Gas (3) Russia Slashes Gas Flows, Aiming Economic Weapon at Europe ","(1) A rapid rise in American fuel exports this year has helped push gasoline prices to a record $5 a gallon and is pressuring U.S. prices of natural gas, which hit the highest levels in over a decade earlier this month. (2) Supply problems are feeding expectations that commodity prices will go higher, but rising interest rates are an important counterweight. (3) Moscow’s move to slash natural-gas exports to Europe has pitched the continent’s energy crisis into a dangerous new phase. ",38.58,9.535081737769945
2022-06-17,Russia Steps Up Pressure on European Gas Supplies,A further reduction in the supply of natural gas to Europe’s biggest economies is raising concerns of a fuel shortage this winter.,37.889,9.510405376100366
2022-06-20,Less Russian Gas Puts Europe’s Winter Fuel Supply in Jeopardy,Russia’s throttling of natural gas to Europe is endangering the continent’s race to sock away enough fuel to ride out next winter.,36.049,9.47635868528254
2022-06-21,U.S. Natural-Gas Exporter Completes First Deal With German Buyer,"Venture Global struck the first binding deals by a U.S. natural-gas exporter to supply a German company, as Europe turns to America to help replace supplies from Russia.",36.779,9.444324515079632
2022-06-22,Dallas Cowboys Owner Scores on Billion-Dollar Natural-Gas Gambit,"Jerry Jones bought control of Comstock Resources at the depths of the gas bust, and now his stake is worth more than twice what he paid.",36.246,9.411504556721328
2022-06-23,(1) U.S. Natural Gas Sales to China Dry Up (2) Europe Prepares to Go Cold Turkey on Russian Gas ,"(1) In a redirection of flows because of the Ukraine war, America is selling more to Europe, while Russia is becoming more dependent on sales to China. (2) The odds of Russia cutting off Europe’s gas have changed dramatically. Europe’s energy options haven’t. ",37.246,9.383308266751428
2022-06-24,Europe’s Search for Natural Gas Runs Up Against Climate Goals,Efforts to replace Russian natural gas have set in motion plans for new production and infrastructure world-wide that critics say risk throwing the world off track in meeting the Paris accord’s climate targets.,36.888,9.353352064742662
2022-06-29,Gas Prices Test American Appetite for New Cold War With Russia,"Russia is waging two wars right now: a hot war with Ukraine whose costs are measured in death and destruction, and a cold war with the West whose costs are measured in economic hardship and inflation.",38.59,9.270020132963156
2022-07-01,"(1) Wild First Half in Markets Sets Stage for More Big Moves (2) Russia Takes Control of International LNG Project (3) New U.S. Guided Rockets Strengthen Ukraine’s Hand (4) Russian Missiles Kill 21 in Residential Area in Odessa Region, Ukraine Says ","(1) Charts size up what might lie ahead for businesses and the economy. (2) The move is one of the most drastic responses by the Kremlin so far to the flight of Western companies from Russia in the wake of the country’s invasion of Ukraine. (3) Ukrainian officers say the Himars batteries are already shifting the balance of power in the artillery duel being fought with Russian forces in the Donbas region. (4) The overnight attack, the latest in a surge of Russian strikes, occurred hours after the conclusion of a NATO summit where President Biden promised to support Ukraine “for as long as it takes.” ",40.52,9.23869236710158
2022-07-04,Coal Makes a Comeback as the World Thirsts for Energy,"Tight supplies of commodities following Russia’s war in Ukraine lead countries back to the dirtiest fossil fuel, despite commitments to tackle climate change.",41.652,9.2358586769565
2022-07-07,"Europe Scoops Up LNG, Choking Off Power Supplies in Poorer Nations","The war in Ukraine is depriving far-away developing countries of electricity, as the world’s supply of liquefied natural gas used to produce power is swallowed up by European nations as an alternative to Russian gas.",42.474,9.221209650776668
2022-07-14,Global Natural-Gas Markets Are Getting Scared,"LNG spot market prices have shot up in recent weeks, but could have much further to go if Russia closes its pipeline to Germany.",41.87,9.133371682216268
2022-07-18,"Looming Gas Crunch Poses ‘Historic Test’ for Europe, IEA Says","European nations are rushing to rapidly refill gas storage tanks before the winter heating season sets in. But they face a possibility that Russia will choose to completely cut off its gas supply, said the International Energy Agency’s head.",36.594,9.058476869263584
2022-07-19,Russian Gas Supplies to Europe Aren’t Expected to Restart,Europe is working on contingency plans for the possibility that the Nord Stream pipeline won’t return to operation.,38.372,9.020759401473269
2022-07-20,(1) Green Hydrogen Is Cheaper Than LNG in Europe (2) Natural Gas Remains Putin’s Weapon of Choice ,"(1) Gas prices will fall eventually, but the European energy crisis has permanently improved prospects for the clean-burning fuel. (2) Restarting limited natural-gas flows down the Nord Stream pipeline keeps Moscow in the money and markets on edge. ",39.537,8.991512831299984
2022-07-21,(1) Putin’s Gas Game: Toy With Europe’s Supply and Make Its Leaders Squirm (2) Russia Resumes Nord Stream Natural-Gas Supply to Europe (3) Heat Wave Sends U.S. Natural-Gas Prices Soaring ,"(1) The Kremlin is weaponizing energy over Ukraine sanctions, a gambit that carries huge risks for both sides as customers race to lock in alternative sources. (2) The restart of the pipeline buys time for governments to decouple from the Kremlin’s exports amid what they expect will be an increasingly unreliable supply of energy heading into the winter. (3) Some of the hottest weather on record is lifting natural-gas prices, reversing last month’s plunge and reviving a key driver of inflation as power plants guzzle the fuel to keep air conditioners humming. ",37.867,8.956227068164889
2022-07-22,"(1) South Korean Shipbuilder, Workers Reach Deal to End Strike (2) The World Is Thirsty for America’s Natural Gas ",(1) Daewoo’s agreement with subcontract workers ended a weekslong strike that had pushed back deliveries of in-demand LNG vessels and triggered roughly $600 million in losses. (2) A global race among U.S. allies to secure American gas exports is testing the country’s ability to meet fast-growing demand. ,42.57,8.942492045289452
2022-07-25,(1) Why Russia Is Cutting Gas Flows via Nord Stream to Europe and What It Means (2) Russia to Cut Europe’s Gas Flow via Nord Stream to 20% (3) Shell Says It Will Proceed With Jackdaw Gas Project ,"(1) An overview of the pipeline that connects Russia’s Siberian gas fields with Germany, and the maintenance process at the heart of Europe’s gas dilemma. (2) The move raises new questions about Europe’s ability to sock away enough gas for the winter. (3) Company decides to move forward with the development, which has been opposed by environmental groups, and says it could produce more than 6% of expected U.K. North Sea gas by mid-decade. ",41.392,8.923240426275497
2022-07-26,U.S. Natural Gas Futures Touch 14-Year High,,45.144,8.9233697265196
2022-08-01,(1) Europe’s Energy Crisis Threatens to Slow Green Transition (2) America’s New Energy Crisis ,"(1) A deepening energy crisis, a global heat wave, soaring prices, supply-chain snarls and worries about the economy are threatening to delay Europe’s longer-term promises to transition to lower-emission energy sources. (2) How did this happen, and what will it take to fix it? ",47.439,8.988373679470984
2022-08-02,BP Profit Surges on High Energy Prices,"The London-based company is the latest oil major to cash in on the highest energy prices in more than a decade, reporting strong second-quarter profit helped by fuel-making margins and oil trading.",50.232,9.027634376360863
2022-08-04,(1) Glencore Profit Doubles on Energy-Market Volatility (2) Apollo’s Losses Mount as Investment Red Ink Flows ,"(1) The commodities giant said profit more than doubled in the first six months of the year, boosted by significant market volatility stirred up by macroeconomic and geopolitical events—a theme it expects to continue for markets through the rest of 2022. (2) Apollo Global Management reported its second-straight quarterly loss with a $2 billion deficit stemming largely from rising interest rates that drove down the value of assets held by the firm’s retirement services operations. ",46.047,9.069855055717548
2022-08-16,Heat Wave Intensifies Energy Crisis in Europe,Natural-gas prices surged to a record and electricity prices rallied as high temperatures spur a bidding war for the fuel.,57.728,9.3230504403298
2022-08-17,"(1) Santos Approves $2.6 Billion Oil-Field Development in Alaska (2) European, U.S. Gas Prices Extend Gains ",(1) The Australian producer said the first phase of the Pikka oil project can bolster energy security as countries look to diversify supply away from Russia after the invasion of Ukraine. (2) nan ,59.055,9.440006882301544
2022-08-18,"A Top Gas Producer Considers Cutting Exports, but Timing Couldn’t Be Worse","Australia could demand some exporters redirect natural gas to domestic buyers, straining global energy supply further.",56.01,9.520876983353087
2022-08-19,"(1) Europe’s Gas Crunch Will Squeeze BASF (2) Russia to Halt Nord Stream Gas Flows to Europe, Citing Pipeline Maintenance ","(1) The chemical giant’s German operations use a lot of gas, and dwindling supplies could make for a very costly couple of years. (2) Unexpected three-day maintenance shutdown later this month on the Nord Stream pipeline fans fears that Russian natural-gas cuts will tip Europe into a recession. ",55.277,9.590620064631114
2022-08-22,Europe’s Natural-Gas Crunch Sparks Global Battle for Tankers,Charter rates and prices for new LNG tankers have surged as Europe looks for alternative natural-gas supplies after Russia squeezed flows.,61.025,9.711687126715711
2022-08-23,"(1) After Six Months of War in Ukraine, Momentum Tilts Against Russia (2) U.S. Natural-Gas Prices Hit Shale-Era Highs ","(1) Moscow retains a firepower advantage, but Kyiv is starting to take the initiative, while Western support for Ukraine is holding firm despite economic pain. (2) The 14-year highs reached this week by natural-gas futures show the unceasing demand for U.S. shale gas across the Atlantic—and likely point to higher prices ahead. ",59.045,9.797509549592746
2022-08-26,(1) TotalEnergies Sells Stake in Russian Gas Field (2) European Energy Rationing This Winter Is Looking Less Likely ,(1) The oil giant’s move came after the French government said it would seek to clarify whether the project was helping to produce fuel for Russian military aircraft. (2) The economic war with Russia is likely to keep prices high and send growth into reverse but the specter of rationing is fading. ,66.559,10.269133489060312
2022-08-30,Europe Braces for Russia Gas Disruption This Week—and Years of Higher Energy Prices Ahead,"As the Nord Stream natural-gas pipeline goes down again for maintenance, governments are preparing for the long-term impact of fuel scarcity.",55.871,10.550795378082352
2022-09-01,"(1) Europe’s Energy Crisis Threatens Glass Production (2) Ukraine Decries TotalEnergies’ Russia Dividend as ‘Blood Money’ (3) America Could Face Its Own Gas Crisis, or Worsen Europe’s ","(1) European businesses as diverse as car makers, bottle manufacturers and skyscraper builders—not to mention artisanal glassblowers—are preparing for a possible glass shortage if the loss of Russian gas throttles production. (2) Advisers to Ukrainian President Volodymyr Zelensky suggest the French energy company reject the payment or redirect it to Ukrainian war victims. (3) The summer heat is still lingering in the U.S., but a peek at domestic natural gas prices is a chilling reminder of the kind of price spikes that could surface during the winter. ",49.774,10.6397986414101
2022-09-08,Coal Power Falls as Prices Soar and China Stumbles,"Global coal-fired power generation fell by 1.2% during the first half of 2022 from the same period last year, according to a report, as China’s economic slowdown and the impact of Russia’s invasion of Ukraine crimped demand.",38.635,10.715980201502788
2022-09-09,Europe’s Energy Crunch Could Spark Flashbacks to the Eurozone Crisis,"EU leaders are scrambling to agree on collective action on energy prices, but a hasty compromise risks unintended consequences once again.",43.531,10.694000898241203
2022-09-15,(1) Shell Names New CEO as Longtime Boss Steps Down (2) Cheniere CFO Aims for Investment-Grade Credit Rating as Natural-Gas Prices Soar ,"(1) The company said Ben van Beurden would be replaced by Wael Sawan, marking the changing of the guard at one of the world’s biggest oil companies. (2) The liquefied natural gas producer has paid down a portion of its debt as it benefits from surging energy prices. CFO Zach Davis hopes the company’s credit rating will notch higher within a year. ",46.871,10.61095004849648
2022-09-16,Vladimir Putin’s Energy War With Europe Seems to Falter,"Russia cut natural-gas supplies to undermine European support for Ukraine, but the economic strategy is struggling.",41.722,10.602860568622695
2022-09-19,U.S. Natural Gas Output Hit a Record High,,38.186,10.590524382037238
2022-09-21,Loans Are Cheaper Than Bonds for Some Highly Rated Companies,"Some highly rated companies are turning to term loans instead of bonds for their financing needs, taking advantage of cheaper pricing as banks have been slower to adjust to rising interest rates than the credit markets.",44.813,10.580829487648147
2022-09-28,"Oil-Patch Poll: Executives Predict Lower Crude Prices, More Expensive Natural Gas",,39.572,10.541015769814644
2022-09-29,Australia Withdraws Threat of Gas-Export Curbs After Deal With Producers,"Energy companies committed to direct more natural gas to Australian consumers when shortages flare, neutralizing a threat that the government would impose caps on exports to Asia and other major markets.",38.037,10.541029629066166
2022-09-30,Exxon CEO Warns Biden Administration Against Limiting Fuel Exports,Exxon is arguing against the push to get energy companies to slow overseas shipments and stash more fuel in storage tanks.,37.412,10.53968889847248
2022-10-03,China Is Rerouting U.S. Liquefied Natural Gas to Europe at a Big Profit,The sluggish economy and high demand in Europe let Chinese energy companies benefit from high global prices.,35.675,10.5396474725645
2022-10-04,"European Natural-Gas Crisis Will Last for Years, Traders Say",,30.087,10.544181438756528
2022-10-05,(1) High Gas Prices Cloud Asia’s Push for LNG (2) Russia Resumes Gas Deliveries to Italy ,"(1) Some emerging Asian countries are slashing imports of liquefied natural gas as competition, especially from Europe, grows for the fuel. (2) Russian gas giant Gazprom and its main Italian buyer, Eni, said a bureaucratic hurdle with Austrian authorities that had blocked supplies since Saturday had been resolved. ",28.875,10.551586832063368
2022-10-06,(1) Shell Braces for Profit Hit From Volatile Natural-Gas Prices (2) Shell’s Slip Shows Oil and Gas Prices Aren’t Everything ,"(1) The London-based company said it expects its third-quarter earnings to be hit by lower refining margins along with “significantly lower” profit from trading gas, as a global scramble for energy supplies riles markets. (2) The supermajor’s lower trading profits highlight that energy stocks offer an indirect link to commodity markets. ",32.503,10.548948898499418
2022-10-07,EU Clash Could Slash Gas Prices,The political storm brewing in Europe could have a big impact on global natural-gas prices.,27.621,10.47352611067993
2022-10-11,Federal Officials Trade Stock in Companies Their Agencies Oversee,"Hidden records show thousands of senior executive branch employees owned shares of companies whose fates were directly affected by their employers’ actions, a Wall Street Journal investigation found.",29.554,10.48933552574372
2022-10-14,(1) Higher Heating Bills Poised to Hit Households (2) Winter’s Approach Raises Stakes in European Energy Crisis ,"(1) Elevated prices for natural gas, heating oil, propane and electricity are colliding with forecasts for slightly colder temperatures. (2) Europe’s scramble to wean itself off Russian natural gas faces its first big test in coming weeks, with falling temperatures expected to boost demand amid tight supplies and high prices. ",29.2,10.505772543037178
2022-10-17,New England Risks Winter Blackouts as Gas Supplies Tighten,Severe cold spells in the Northeast could reduce the amount of gas available to generate electricity as more of it is burned to heat homes.,30.272,10.508157108914745
2022-10-19,"(1) LNG Freight Rates Hit $450,000 a Day as Russia Disrupts Fuel Supplies (2) Flooding in Nigeria Uproots Millions and Severs Gas Production ",(1) Ships carrying liquefied natural gas command record prices as Asia and Europe spur high demand. (2) The flooding has aggravated fuel and food shortages across Africa’s most populous nation and could affect gas exports to Europe. ,29.613,10.519437740341568
2022-10-20,Tankers Line Up Off Europe’s Coast Waiting for Gas Prices to Rise Again,"Dozens of ships laden with natural gas are floating off the coast of Europe, many of them waiting for berths to unload as the continent races to top up storage ahead of a winter without Russian gas.",30.274,10.523177876732731
2022-10-21,(1) Long-Term Deals Help Japan Secure Ample Gas (2) Europe’s Energy Shock Spurs Rethink of Liberalized Gas Markets ,"(1) Japan imports nearly all of its natural gas and, despite the worst energy crisis in many years, it isn’t facing shortages or out-of-control prices. (2) Rocked by its biggest energy shock since the 1970s, Europe is unpicking parts of a two-decade endeavor to foster a competitive market in natural gas. ",32.659,10.523782694147558
2022-10-25,EU Seeks Quick Deal on Energy Price Interventions,The European Union wants to reach a deal within weeks on a set of market interventions to tackle the painfully high energy bills resulting from Russia’s economic war with the West.,29.897,10.52816045439046
2022-10-26,"Europe, Once Fearing Gas Rationing, Has a Glut","Prices for natural gas have tumbled more than 70% from their late-August high, thanks in part to a burst of warm weather.",29.919,10.53228058477302
2022-10-28,"(1) Exxon, Chevron Investors Risk Altitude Sickness (2) Natural-Gas Prices Have Plunged Into Autumn ","(1) U.S. major oil companies had another standout quarter:  Combined, Exxon and Chevron reported nearly $31 billion in profits. (2) A big driver of inflation is down more than 40% in two months as U.S. inventories have swelled since air-conditioning season. ",30.158,10.540156104942838
2022-10-31,Colder Winter in Europe Could Mean Higher Natural-Gas Demand,"Colder weather conditions this winter could add pressure on governments and companies managing the continent’s supply of natural gas, just as they try to pivot away from their reliance on Russia.",25.567,10.55529861931122
2022-11-03,"(1) Europe Risks Huge Gas Shortfall Next Summer, IEA Warns (2) Sempra Infrastructure to Build New U.S. LNG Plant ","(1) Governments in Europe must take further steps to limit its gas demand this winter or face a worsening energy crisis next year, the International Energy Agency warned. (2) The project is the first phase of Port Arthur LNG, a roughly $10.5 billion export facility in Texas that would start delivering cargoes around 2027, potentially adding much-needed supplies of liquefied gas to global markets. ",29.007,10.57467783296105
2022-11-04,Why Natural Gas Tankers Are Lining Up Off Europe's Coast,"Tankers carrying liquefied natural gas are floating off Europe's coast, waiting for the price of the fuel to rise. WSJ’s Joe Wallace explains how the tankers are Europe’s attempt to address the energy shortage and what it might mean for the continent this winter. Photo Illustration: Alexander Hotz/WSJ",28.176,10.569231771011264
2022-11-09,Origin Energy Gets $10 Billion Takeover Bid,Major retailer of electricity and gas in Australia gets a takeover proposal worth around $10 billion from a consortium led by Brookfield Asset Management.,25.301,10.609929743685436
2022-11-11,(1) Twitter Spoof Sank Natural Gas Prices (2) The U.S. Electric System Asks Customers for Help Avoiding Blackouts ,"(1) nan (2) As the grid becomes more unstable, officials are compensating industrial and residential customers to curb usage during times of peak stress. ",22.076,10.6461362181277
2022-11-17,(1) Egypt Dims the Lights to Free Up More Gas for Europe (2) Europe Needs Luck to Escape the Worst of Gas Crisis ,"(1) The country is cutting back on its domestic energy use so it can sell more gas and help tackle its economic crisis. (2) The European Union has stored enough gas to get through this winter. Ideally, tanks would still be around 40% full in the spring to be in a similar position next fall. ",24.781,10.704127473301982
2022-11-18,Race to Secure Gas for Europe’s Future Winters Has Already Begun,"Some companies are weighing U.S. LNG deals, but talks have hit hurdles because of climate goals and pricing.",28.572,10.7066996643904
2022-11-21,"Fuel Prices Have Come Down Some, But Winter Heating Bills Will Probably Rise","Colder weather, higher prices and tight supply a pose the threat of a miserable winter for consumers",29.608,10.70988251297126
2022-11-22,"ECB Must Narrow Rate Gap With Fed, OECD Says","While there have been some recent signs that these rates are at or close to their peaks, the Paris-based research group said inflation is unlikely to fall back quickly to the 2% level targeted by many central banks.",28.662,10.715249763651078
2022-11-25,"(1) Fearing Sabotage, Europe Patrols Pipelines With Mine Hunters and Unmanned Subs (2) U.S. Natural-Gas Pioneer Struggles in His Second Act ","(1) The destruction of Nord Stream pipelines in September alarmed security forces across EU. “The Ukraine war, and especially the Nord Stream explosions, were a wake-up call,” said a commander at the Danish navy. (2) Charif Souki played a starring role in transforming America into an energy powerhouse, but his second attempt at exporting natural gas is foundering. ",31.577,10.71765616391116
2022-11-29,Qatar Signs Limited Natural-Gas Supply Deal With Germany,The agreement will help Berlin diversify supplies but falls far short of the amounts needed to replace missing Russian natural gas.,31.149,10.721009878207562
2022-12-01,The New Battleships in Europe’s Energy War Are in Short Supply,The world’s tiny fleet of floating storage and regasification vessels is suddenly in high demand as the EU rushes to import more LNG.,38.075,10.72145111134754
2022-12-02,Japan Looks to Build Buffer of Natural Gas in Case of Supply Crunch,Russia’s move to decrease gas deliveries to Europe prompts Tokyo to rethink policy.,32.765,10.72168010974811
2022-12-06,(1) How the Century-Old Jones Act Affects Today's Home-Heating Prices (2) Natural-Gas Prices Swing Again in Unseasonal Slump ,"(1) The maritime law aimed to prop up U.S. industry after World War I, but its limitations result in higher prices for shipments, including home heating oil and natural gas, critics say (2) Mild weather and an outage at a liquefied-natural-gas export facility have pressured prices for the heating and power-generation fuel. ",35.313,10.7225887002217
2022-12-07,WSJ Video: Natural-Gas Prices Swing in Unseasonable Slump,,36.899,10.723704129665729
2022-12-08,The Five-Year Engineering Feat Germany Pulled Off in Months,"Europe is racing to build natural-gas facilities to keep its economy afloat. If it fails to shore up its energy grid, governments might have to ration fuel this winter. “This project is really a race against time,” said one manager.",40.353,10.730587893976526
2022-12-09,(1) TotalEnergies to Take $3.7 Billion Write-Down on Novatek Stake (2) How Exxon Mobil’s CEO Views Energy Shortages and Increasing Profits ,"(1) The French energy giant also withdrew its directors from the Russian gas producer’s board, as part of its efforts to scale back business in Russia following the invasion of Ukraine. (2) Darren Woods also talks about why the company is steering clear of renewables ",36.264,10.73130266544984
2022-12-15,Europe Can’t Afford to Name Its Gas Price,Supply of liquefied natural gas will be tight next year. Plans to cap how much the European Union pays are becoming riskier as China lifts Covid restrictions.,38.22,10.729980724859104
2022-12-16,Qatar Warns Brussels Bribery Allegations Could Hurt Energy Talks With Europe,The Persian Gulf kingdom is one of Europe’s best hopes for weaning itself off Russian natural gas.,37.962,10.723124553330557
2022-12-19,"(1) Italy Found a Fix for Its Gas Crisis, but Locals Are Resisting (2) European Energy Ministers Agree to Natural-Gas Price Cap ","(1) A town in Tuscany is fighting against an LNG terminal that Italy says is urgently needed as part of Europe’s efforts to replace Russian energy. (2) Russia’s invasion of Ukraine has sent prices for the fuel soaring across the continent, spurring the emergency measure. ",35.405,10.717686233819482
2022-12-20,Heard on the Street Recap: May Way for the BOJ,,33.297,10.71415473190375
2022-12-22,(1) Shipping Industry Balks at Green Energy Transition (2) Startup Plans to Make Synthetic Natural Gas With Green Hydrogen ,"(1) Shipowners are placing orders for greener vessels but are deterred by limited supplies of alternative fuels, high costs and the long route to meeting emissions targets. (2) Tree Energy Solutions is building a hydrogen hub in Germany. ",30.035,10.689191376337172
2022-12-27,Japanese Companies Reach Natural-Gas Deals,Japanese companies said they reached deals with Omani and U.S. producers for mid- to long-term supplies of liquefied natural gas.,27.277,10.668792969084638
2023-01-03,"German Facility, Built at Breakneck Speed, Accepts LNG From U.S.","The shipment arrived at the import terminal for liquefied natural gas in the port town of Wilhelmshaven, a facility that was built in less than a year to help Germany avert an energy shortage.",23.901,10.710684522176187
